Protoss_Pylon 1192; Protoss_Opening FastObs; Protoss_Assimilator 2404; Protoss_Gateway 1884; Protoss_Robotics_Support_Bay 19100; Protoss_Arbiter_Tribunal 18508; Protoss_Robotics_Facility 6594; Protoss_Fleet_Beacon 0; Protoss_Stargate 16668; Protoss_Citadel_of_Adun 10340; Protoss_Forge 17324; Protoss_Templar_Archives 13714; Protoss_Photon_Cannon 18612; Protoss_Cybernetics_Core 2938; 
Protoss_Pylon 1228; Protoss_Opening FastExpand; Protoss_Assimilator 2336; Protoss_Gateway 1918; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8234; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10710; Protoss_Forge 0; Protoss_Templar_Archives 11736; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4376; 
Protoss_Pylon 1124; Protoss_Opening FastDT; Protoss_Assimilator 2204; Protoss_Gateway 1834; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 24634; Protoss_Robotics_Facility 9412; Protoss_Fleet_Beacon 0; Protoss_Stargate 21914; Protoss_Citadel_of_Adun 5126; Protoss_Forge 25396; Protoss_Templar_Archives 6266; Protoss_Photon_Cannon 26086; Protoss_Cybernetics_Core 2864; 
Protoss_Pylon 1210; Protoss_Opening FastExpand; Protoss_Assimilator 2422; Protoss_Gateway 1922; Protoss_Robotics_Support_Bay 10020; Protoss_Arbiter_Tribunal 17936; Protoss_Robotics_Facility 6716; Protoss_Fleet_Beacon 0; Protoss_Stargate 16688; Protoss_Citadel_of_Adun 10874; Protoss_Forge 14062; Protoss_Templar_Archives 15308; Protoss_Photon_Cannon 14796; Protoss_Cybernetics_Core 2946; 
Protoss_Pylon 1216; Protoss_Opening FastExpand; Protoss_Assimilator 2416; Protoss_Gateway 1970; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 18992; Protoss_Robotics_Facility 11134; Protoss_Fleet_Beacon 0; Protoss_Stargate 17506; Protoss_Citadel_of_Adun 11904; Protoss_Forge 14104; Protoss_Templar_Archives 17434; Protoss_Photon_Cannon 14942; Protoss_Cybernetics_Core 3634; 
Protoss_Pylon 1228; Protoss_Opening Unknown; Protoss_Assimilator 2314; Protoss_Gateway 1950; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7864; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2978; 
Protoss_Pylon 1242; Protoss_Opening ReaverDrop; Protoss_Assimilator 2242; Protoss_Gateway 1878; Protoss_Robotics_Support_Bay 9062; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7244; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 16800; Protoss_Forge 20882; Protoss_Templar_Archives 18138; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2930; 
Protoss_Pylon 1184; Protoss_Opening ReaverDrop; Protoss_Assimilator 3230; Protoss_Gateway 1968; Protoss_Robotics_Support_Bay 6874; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5182; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3826; 
Protoss_Pylon 1166; Protoss_Opening FastObs; Protoss_Assimilator 2236; Protoss_Gateway 1856; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5554; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 8370; Protoss_Forge 13364; Protoss_Templar_Archives 9614; Protoss_Photon_Cannon 14692; Protoss_Cybernetics_Core 2866; 
Protoss_Pylon 1154; Protoss_Opening FastDT; Protoss_Assimilator 2240; Protoss_Gateway 1852; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 18650; Protoss_Robotics_Facility 6816; Protoss_Fleet_Beacon 0; Protoss_Stargate 17292; Protoss_Citadel_of_Adun 6286; Protoss_Forge 15254; Protoss_Templar_Archives 7410; Protoss_Photon_Cannon 16422; Protoss_Cybernetics_Core 2922; 
Protoss_Pylon 1184; Protoss_Opening FastExpand; Protoss_Assimilator 2260; Protoss_Gateway 1914; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 16150; Protoss_Fleet_Beacon 12336; Protoss_Stargate 11084; Protoss_Citadel_of_Adun 9966; Protoss_Forge 19876; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3000; 
Protoss_Pylon 1162; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1175; Protoss_Opening ReaverDrop; Protoss_Assimilator 2380; Protoss_Gateway 1895; Protoss_Robotics_Support_Bay 6945; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5370; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10485; Protoss_Forge 13225; Protoss_Templar_Archives 11630; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3000; 
Protoss_Pylon 1152; Protoss_Opening FastLegs; Protoss_Assimilator 2342; Protoss_Gateway 1836; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 6266; Protoss_Forge 0; Protoss_Templar_Archives 9852; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3648; 
Protoss_Pylon 1198; Protoss_Opening FastExpand; Protoss_Assimilator 2392; Protoss_Gateway 1890; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8686; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11298; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2934; 
Protoss_Pylon 1272; Protoss_Opening FastObs; Protoss_Assimilator 2432; Protoss_Gateway 1920; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7026; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3086; 
Protoss_Pylon 1322; Protoss_Opening Unknown; Protoss_Assimilator 3836; Protoss_Gateway 1922; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4944; 
Protoss_Pylon 1172; Protoss_Opening FastObs; Protoss_Assimilator 2362; Protoss_Gateway 1866; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5400; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11408; Protoss_Forge 17838; Protoss_Templar_Archives 25284; Protoss_Photon_Cannon 18676; Protoss_Cybernetics_Core 2854; 
Protoss_Pylon 1236; Protoss_Opening FastExpand; Protoss_Assimilator 2426; Protoss_Gateway 1922; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8848; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11514; Protoss_Forge 15544; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 17040; Protoss_Cybernetics_Core 2946; 
Protoss_Pylon 1170; Protoss_Opening FastDT; Protoss_Assimilator 2268; Protoss_Gateway 1858; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 4244; Protoss_Forge 5984; Protoss_Templar_Archives 5264; Protoss_Photon_Cannon 7510; Protoss_Cybernetics_Core 2902; 
Protoss_Pylon 1162; Protoss_Opening FastObs; Protoss_Assimilator 2376; Protoss_Gateway 1834; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 6054; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11228; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3018; 
Protoss_Pylon 1190; Protoss_Opening FastDT; Protoss_Assimilator 2476; Protoss_Gateway 1896; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 11188; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5242; Protoss_Forge 7994; Protoss_Templar_Archives 6454; Protoss_Photon_Cannon 8896; Protoss_Cybernetics_Core 2910; 
Protoss_Pylon 1198; Protoss_Opening FastExpand; Protoss_Assimilator 2250; Protoss_Gateway 1874; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7312; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11246; Protoss_Forge 8928; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 10056; Protoss_Cybernetics_Core 2926; 
Protoss_Pylon 1198; Protoss_Opening FastDT; Protoss_Assimilator 2430; Protoss_Gateway 1932; Protoss_Robotics_Support_Bay 10268; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8654; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5238; Protoss_Forge 0; Protoss_Templar_Archives 6226; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3112; 
Protoss_Pylon 1202; Protoss_Opening FastExpand; Protoss_Assimilator 2390; Protoss_Gateway 1896; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 16666; Protoss_Robotics_Facility 7826; Protoss_Fleet_Beacon 0; Protoss_Stargate 15406; Protoss_Citadel_of_Adun 7634; Protoss_Forge 15510; Protoss_Templar_Archives 8742; Protoss_Photon_Cannon 17044; Protoss_Cybernetics_Core 2920; 
Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1202; Protoss_Opening ReaverDrop; Protoss_Assimilator 2258; Protoss_Gateway 1890; Protoss_Robotics_Support_Bay 7346; Protoss_Arbiter_Tribunal 18938; Protoss_Robotics_Facility 5350; Protoss_Fleet_Beacon 0; Protoss_Stargate 17074; Protoss_Citadel_of_Adun 11702; Protoss_Forge 15268; Protoss_Templar_Archives 13894; Protoss_Photon_Cannon 16364; Protoss_Cybernetics_Core 2954; 
Protoss_Pylon 1196; Protoss_Opening FastExpand; Protoss_Assimilator 2252; Protoss_Gateway 1894; Protoss_Robotics_Support_Bay 9206; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7418; Protoss_Fleet_Beacon 10008; Protoss_Stargate 8394; Protoss_Citadel_of_Adun 13944; Protoss_Forge 0; Protoss_Templar_Archives 15104; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2894; 
Protoss_Pylon 1190; Protoss_Opening FastDT; Protoss_Assimilator 2272; Protoss_Gateway 1908; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10192; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 5992; Protoss_Forge 0; Protoss_Templar_Archives 7608; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2960; 
Protoss_Pylon 1208; Protoss_Opening FastExpand; Protoss_Assimilator 2310; Protoss_Gateway 1922; Protoss_Robotics_Support_Bay 10648; Protoss_Arbiter_Tribunal 26202; Protoss_Robotics_Facility 7608; Protoss_Fleet_Beacon 17362; Protoss_Stargate 15712; Protoss_Citadel_of_Adun 14406; Protoss_Forge 17050; Protoss_Templar_Archives 21334; Protoss_Photon_Cannon 17926; Protoss_Cybernetics_Core 3078; 
Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1206; Protoss_Opening FastObs; Protoss_Assimilator 2232; Protoss_Gateway 1876; Protoss_Robotics_Support_Bay 8752; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5430; Protoss_Fleet_Beacon 20056; Protoss_Stargate 18702; Protoss_Citadel_of_Adun 10202; Protoss_Forge 14490; Protoss_Templar_Archives 11572; Protoss_Photon_Cannon 18100; Protoss_Cybernetics_Core 2926; 
Protoss_Pylon 1150; Protoss_Opening FastExpand; Protoss_Assimilator 2346; Protoss_Gateway 1816; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10152; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2888; 
Protoss_Pylon 1154; Protoss_Opening FastExpand; Protoss_Assimilator 2854; Protoss_Gateway 1850; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 18444; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10362; Protoss_Forge 18186; Protoss_Templar_Archives 11426; Protoss_Photon_Cannon 19380; Protoss_Cybernetics_Core 3882; 
Protoss_Pylon 1180; Protoss_Opening FastObs; Protoss_Assimilator 2356; Protoss_Gateway 1878; Protoss_Robotics_Support_Bay 13316; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8274; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 14650; Protoss_Forge 17872; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 18936; Protoss_Cybernetics_Core 2914; 
Protoss_Pylon 1200; Protoss_Opening FastExpand; Protoss_Assimilator 2386; Protoss_Gateway 1894; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10152; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9666; Protoss_Forge 0; Protoss_Templar_Archives 10688; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2918; 
Protoss_Pylon 1166; Protoss_Opening FastExpand; Protoss_Assimilator 2436; Protoss_Gateway 1908; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3096; 
Protoss_Pylon 1192; Protoss_Opening Unknown; Protoss_Assimilator 2434; Protoss_Gateway 1898; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3086; 
Protoss_Pylon 1154; Protoss_Opening FastExpand; Protoss_Assimilator 3328; Protoss_Gateway 3060; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7272; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 7956; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 4082; 
Protoss_Pylon 1168; Protoss_Opening FastExpand; Protoss_Assimilator 2358; Protoss_Gateway 1842; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8090; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9086; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2972; 
Protoss_Pylon 1168; Protoss_Opening FastExpand; Protoss_Assimilator 2426; Protoss_Gateway 1854; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8342; Protoss_Fleet_Beacon 17170; Protoss_Stargate 15366; Protoss_Citadel_of_Adun 14004; Protoss_Forge 17826; Protoss_Templar_Archives 19638; Protoss_Photon_Cannon 18540; Protoss_Cybernetics_Core 3002; 
Protoss_Pylon 1200; Protoss_Opening FastExpand; Protoss_Assimilator 2244; Protoss_Gateway 1874; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7898; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12080; Protoss_Forge 26222; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 27636; Protoss_Cybernetics_Core 3028; 
Protoss_Pylon 1214; Protoss_Opening FastExpand; Protoss_Assimilator 2394; Protoss_Gateway 1914; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7360; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 7050; Protoss_Forge 0; Protoss_Templar_Archives 8052; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2972; 
Protoss_Pylon 1182; Protoss_Opening FastExpand; Protoss_Assimilator 2170; Protoss_Gateway 1834; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8248; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11518; Protoss_Forge 15902; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 16826; Protoss_Cybernetics_Core 2848; 
Protoss_Pylon 1152; Protoss_Opening FastObs; Protoss_Assimilator 2346; Protoss_Gateway 1826; Protoss_Robotics_Support_Bay 9950; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 5584; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2926; 
Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1152; Protoss_Opening FastExpand; Protoss_Assimilator 2220; Protoss_Gateway 1850; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 19242; Protoss_Robotics_Facility 14472; Protoss_Fleet_Beacon 0; Protoss_Stargate 17764; Protoss_Citadel_of_Adun 11302; Protoss_Forge 13024; Protoss_Templar_Archives 15246; Protoss_Photon_Cannon 14056; Protoss_Cybernetics_Core 2878; 
Protoss_Pylon 1192; Protoss_Opening FastObs; Protoss_Assimilator 2326; Protoss_Gateway 1872; Protoss_Robotics_Support_Bay 7156; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4470; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 12444; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2972; 
Protoss_Pylon 1204; Protoss_Opening ReaverDrop; Protoss_Assimilator 2384; Protoss_Gateway 1886; Protoss_Robotics_Support_Bay 6264; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 4506; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2980; 
Protoss_Pylon 1154; Protoss_Opening FastExpand; Protoss_Assimilator 2354; Protoss_Gateway 1886; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10068; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3004; 
Protoss_Pylon 1170; Protoss_Opening FastExpand; Protoss_Assimilator 2354; Protoss_Gateway 1836; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 15686; Protoss_Robotics_Facility 20770; Protoss_Fleet_Beacon 9712; Protoss_Stargate 8144; Protoss_Citadel_of_Adun 12002; Protoss_Forge 18436; Protoss_Templar_Archives 13160; Protoss_Photon_Cannon 19398; Protoss_Cybernetics_Core 2840; 
Protoss_Pylon 1198; Protoss_Opening FastExpand; Protoss_Assimilator 2362; Protoss_Gateway 1868; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 17206; Protoss_Robotics_Facility 6828; Protoss_Fleet_Beacon 0; Protoss_Stargate 15026; Protoss_Citadel_of_Adun 12990; Protoss_Forge 17060; Protoss_Templar_Archives 15068; Protoss_Photon_Cannon 17924; Protoss_Cybernetics_Core 2912; 
Protoss_Pylon 1166; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1150; Protoss_Opening FastExpand; Protoss_Assimilator 2406; Protoss_Gateway 1880; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7850; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2954; 
Protoss_Pylon 1150; Protoss_Opening FastExpand; Protoss_Assimilator 2388; Protoss_Gateway 1848; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7588; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9862; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2988; 
Protoss_Pylon 1158; Protoss_Opening FastExpand; Protoss_Assimilator 2390; Protoss_Gateway 1904; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8590; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 11172; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3058; 
Protoss_Pylon 1126; Protoss_Opening FastExpand; Protoss_Assimilator 2440; Protoss_Gateway 1856; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 10520; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 14466; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 3018; 
Protoss_Pylon 1138; Protoss_Opening FastExpand; Protoss_Assimilator 2380; Protoss_Gateway 1838; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2992; 
Protoss_Pylon 1164; Protoss_Opening FastExpand; Protoss_Assimilator 2360; Protoss_Gateway 1840; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8054; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 10148; Protoss_Forge 18932; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 21044; Protoss_Cybernetics_Core 3018; 
Protoss_Pylon 1140; Protoss_Opening Unknown; Protoss_Assimilator 2390; Protoss_Gateway 1876; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon 1124; Protoss_Opening FastExpand; Protoss_Assimilator 2292; Protoss_Gateway 1814; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 8934; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 9922; Protoss_Forge 15156; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 15910; Protoss_Cybernetics_Core 2886; 
Protoss_Pylon 1142; Protoss_Opening FastExpand; Protoss_Assimilator 2318; Protoss_Gateway 1822; Protoss_Robotics_Support_Bay 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 7412; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 2842; 
