Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening rax_fe; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower 601; Terran_Comsat_Station 325; Terran_Barracks 96; Terran_Expansion 237; Terran_Refinery 249; Terran_Barracks2 132; Terran_Missile_Turret 490; Terran_Supply_Depot 62; Terran_Engineering_Bay 423; Terran_Science_Facility 601; Terran_Machine_Shop 412; Terran_Armory -1; Terran_Starport 541; Terran_Opening two_facto; Terran_Academy 261; Terran_Bunker 390; Terran_Factory 350; 
Terran_Control_Tower 432; Terran_Comsat_Station 254; Terran_Barracks 64; Terran_Expansion 551; Terran_Refinery 167; Terran_Barracks2 221; Terran_Missile_Turret 754; Terran_Supply_Depot 78; Terran_Engineering_Bay 662; Terran_Science_Facility 540; Terran_Machine_Shop 370; Terran_Armory -1; Terran_Starport 383; Terran_Opening bio; Terran_Academy 187; Terran_Bunker 489; Terran_Factory 309; 
Terran_Control_Tower 425; Terran_Comsat_Station 379; Terran_Barracks 91; Terran_Expansion -1; Terran_Refinery 142; Terran_Barracks2 119; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 665; Terran_Science_Facility 427; Terran_Machine_Shop 413; Terran_Armory -1; Terran_Starport 374; Terran_Opening drop; Terran_Academy 322; Terran_Bunker 656; Terran_Factory 303; 
Terran_Control_Tower 404; Terran_Comsat_Station 302; Terran_Barracks 89; Terran_Expansion 666; Terran_Refinery 190; Terran_Barracks2 123; Terran_Missile_Turret 459; Terran_Supply_Depot 59; Terran_Engineering_Bay 407; Terran_Science_Facility 394; Terran_Machine_Shop 345; Terran_Armory -1; Terran_Starport 343; Terran_Opening ; Terran_Academy 239; Terran_Bunker 520; Terran_Factory 289; 
Terran_Control_Tower 539; Terran_Comsat_Station 308; Terran_Barracks 94; Terran_Expansion 231; Terran_Refinery 242; Terran_Barracks2 126; Terran_Missile_Turret 442; Terran_Supply_Depot 60; Terran_Engineering_Bay 397; Terran_Science_Facility 539; Terran_Machine_Shop 523; Terran_Armory -1; Terran_Starport 490; Terran_Opening two_facto; Terran_Academy 255; Terran_Bunker 413; Terran_Factory 364; 
Terran_Control_Tower 470; Terran_Comsat_Station 318; Terran_Barracks 92; Terran_Expansion 599; Terran_Refinery 184; Terran_Barracks2 123; Terran_Missile_Turret 371; Terran_Supply_Depot 59; Terran_Engineering_Bay 329; Terran_Science_Facility 464; Terran_Machine_Shop 325; Terran_Armory -1; Terran_Starport 411; Terran_Opening two_facto; Terran_Academy 251; Terran_Bunker 368; Terran_Factory 273; 
Terran_Control_Tower 339; Terran_Comsat_Station 360; Terran_Barracks 58; Terran_Expansion -1; Terran_Refinery 156; Terran_Barracks2 116; Terran_Missile_Turret 505; Terran_Supply_Depot 76; Terran_Engineering_Bay 452; Terran_Science_Facility 421; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 291; Terran_Opening drop; Terran_Academy 303; Terran_Bunker 188; Terran_Factory 235; 
Terran_Control_Tower 334; Terran_Comsat_Station 330; Terran_Barracks 97; Terran_Expansion 582; Terran_Refinery 113; Terran_Barracks2 304; Terran_Missile_Turret 447; Terran_Supply_Depot 58; Terran_Engineering_Bay 320; Terran_Science_Facility 363; Terran_Machine_Shop 645; Terran_Armory -1; Terran_Starport 231; Terran_Opening bio; Terran_Academy 263; Terran_Bunker 545; Terran_Factory 173; 
Terran_Control_Tower 357; Terran_Comsat_Station 297; Terran_Barracks 83; Terran_Expansion 523; Terran_Refinery 168; Terran_Barracks2 113; Terran_Missile_Turret 468; Terran_Supply_Depot 58; Terran_Engineering_Bay 389; Terran_Science_Facility 372; Terran_Machine_Shop 509; Terran_Armory -1; Terran_Starport 310; Terran_Opening drop; Terran_Academy 225; Terran_Bunker 682; Terran_Factory 245; 
Terran_Control_Tower 810; Terran_Comsat_Station 406; Terran_Barracks 85; Terran_Expansion 298; Terran_Refinery 300; Terran_Barracks2 122; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 0; Terran_Science_Facility 836; Terran_Machine_Shop 710; Terran_Armory -1; Terran_Starport 763; Terran_Opening two_facto; Terran_Academy 331; Terran_Bunker 682; Terran_Factory 611; 
Terran_Control_Tower 450; Terran_Comsat_Station 252; Terran_Barracks 92; Terran_Expansion 486; Terran_Refinery 159; Terran_Barracks2 125; Terran_Missile_Turret 472; Terran_Supply_Depot 62; Terran_Engineering_Bay 359; Terran_Science_Facility 504; Terran_Machine_Shop 386; Terran_Armory -1; Terran_Starport 390; Terran_Opening drop; Terran_Academy 196; Terran_Bunker 446; Terran_Factory 323; 
Terran_Control_Tower 697; Terran_Comsat_Station 297; Terran_Barracks 94; Terran_Expansion 341; Terran_Refinery 165; Terran_Barracks2 128; Terran_Missile_Turret 394; Terran_Supply_Depot 61; Terran_Engineering_Bay 196; Terran_Science_Facility 695; Terran_Machine_Shop 517; Terran_Armory -1; Terran_Starport 606; Terran_Opening two_facto; Terran_Academy 235; Terran_Bunker 409; Terran_Factory 457; 
Terran_Control_Tower 671; Terran_Comsat_Station 284; Terran_Barracks 91; Terran_Expansion 281; Terran_Refinery 206; Terran_Barracks2 113; Terran_Missile_Turret 533; Terran_Supply_Depot 60; Terran_Engineering_Bay 465; Terran_Science_Facility 672; Terran_Machine_Shop 535; Terran_Armory -1; Terran_Starport 582; Terran_Opening ; Terran_Academy 212; Terran_Bunker 327; Terran_Factory 447; 
Terran_Control_Tower 353; Terran_Comsat_Station 291; Terran_Barracks 88; Terran_Expansion 673; Terran_Refinery 163; Terran_Barracks2 115; Terran_Missile_Turret 385; Terran_Supply_Depot 60; Terran_Engineering_Bay 343; Terran_Science_Facility 349; Terran_Machine_Shop 601; Terran_Armory -1; Terran_Starport 302; Terran_Opening ; Terran_Academy 201; Terran_Bunker 751; Terran_Factory 246; 
Terran_Control_Tower 550; Terran_Comsat_Station 310; Terran_Barracks 85; Terran_Expansion 513; Terran_Refinery 230; Terran_Barracks2 121; Terran_Missile_Turret 605; Terran_Supply_Depot 58; Terran_Engineering_Bay 426; Terran_Science_Facility 551; Terran_Machine_Shop 425; Terran_Armory -1; Terran_Starport 494; Terran_Opening drop; Terran_Academy 251; Terran_Bunker 178; Terran_Factory 371; 
Terran_Control_Tower -1; Terran_Comsat_Station 279; Terran_Barracks 84; Terran_Expansion -1; Terran_Refinery 165; Terran_Barracks2 118; Terran_Missile_Turret -1; Terran_Supply_Depot 61; Terran_Engineering_Bay 321; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 221; Terran_Bunker -1; Terran_Factory 375; 
Terran_Control_Tower 573; Terran_Comsat_Station 291; Terran_Barracks 85; Terran_Expansion 351; Terran_Refinery 204; Terran_Barracks2 122; Terran_Missile_Turret 499; Terran_Supply_Depot 61; Terran_Engineering_Bay 458; Terran_Science_Facility 572; Terran_Machine_Shop 542; Terran_Armory -1; Terran_Starport 496; Terran_Opening two_facto; Terran_Academy 196; Terran_Bunker 545; Terran_Factory 324; 
Terran_Control_Tower -1; Terran_Comsat_Station 359; Terran_Barracks 73; Terran_Expansion -1; Terran_Refinery 288; Terran_Barracks2 298; Terran_Missile_Turret -1; Terran_Supply_Depot 106; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 294; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 598; Terran_Comsat_Station 305; Terran_Barracks 83; Terran_Expansion 832; Terran_Refinery 214; Terran_Barracks2 115; Terran_Missile_Turret 561; Terran_Supply_Depot 61; Terran_Engineering_Bay 519; Terran_Science_Facility 598; Terran_Machine_Shop 662; Terran_Armory -1; Terran_Starport 549; Terran_Opening ; Terran_Academy 230; Terran_Bunker 184; Terran_Factory 490; 
Terran_Control_Tower 657; Terran_Comsat_Station 300; Terran_Barracks 88; Terran_Expansion 198; Terran_Refinery 204; Terran_Barracks2 121; Terran_Missile_Turret 372; Terran_Supply_Depot 59; Terran_Engineering_Bay 252; Terran_Science_Facility 658; Terran_Machine_Shop 546; Terran_Armory -1; Terran_Starport 548; Terran_Opening rax_fe; Terran_Academy 236; Terran_Bunker 399; Terran_Factory 461; 
Terran_Control_Tower 395; Terran_Comsat_Station 260; Terran_Barracks 91; Terran_Expansion 616; Terran_Refinery 166; Terran_Barracks2 118; Terran_Missile_Turret 482; Terran_Supply_Depot 60; Terran_Engineering_Bay 415; Terran_Science_Facility 397; Terran_Machine_Shop 575; Terran_Armory -1; Terran_Starport 346; Terran_Opening two_facto; Terran_Academy 200; Terran_Bunker 381; Terran_Factory 293; 
Terran_Control_Tower 708; Terran_Comsat_Station 412; Terran_Barracks 82; Terran_Expansion 272; Terran_Refinery 112; Terran_Barracks2 127; Terran_Missile_Turret 484; Terran_Supply_Depot 61; Terran_Engineering_Bay 444; Terran_Science_Facility 710; Terran_Machine_Shop 619; Terran_Armory -1; Terran_Starport 659; Terran_Opening ; Terran_Academy 351; Terran_Bunker 642; Terran_Factory 553; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 56; Terran_Expansion -1; Terran_Refinery 118; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 75; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 279; Terran_Armory 406; Terran_Starport -1; Terran_Opening unknown; Terran_Academy 420; Terran_Bunker 138; Terran_Factory 220; 
Terran_Control_Tower 309; Terran_Comsat_Station 404; Terran_Barracks 103; Terran_Expansion 434; Terran_Refinery 84; Terran_Barracks2 253; Terran_Missile_Turret 387; Terran_Supply_Depot 51; Terran_Engineering_Bay 178; Terran_Science_Facility 932; Terran_Machine_Shop 461; Terran_Armory -1; Terran_Starport 216; Terran_Opening bio; Terran_Academy 283; Terran_Bunker 465; Terran_Factory 161; 
Terran_Control_Tower -1; Terran_Comsat_Station 281; Terran_Barracks 98; Terran_Expansion -1; Terran_Refinery 172; Terran_Barracks2 119; Terran_Missile_Turret 393; Terran_Supply_Depot 58; Terran_Engineering_Bay 340; Terran_Science_Facility -1; Terran_Machine_Shop 822; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 211; Terran_Bunker -1; Terran_Factory 452; 
Terran_Control_Tower -1; Terran_Comsat_Station 305; Terran_Barracks 73; Terran_Expansion -1; Terran_Refinery 219; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 101; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 245; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 1077; Terran_Comsat_Station 319; Terran_Barracks 77; Terran_Expansion 635; Terran_Refinery 201; Terran_Barracks2 690; Terran_Missile_Turret 543; Terran_Supply_Depot 100; Terran_Engineering_Bay 411; Terran_Science_Facility 1076; Terran_Machine_Shop 357; Terran_Armory 0; Terran_Starport 947; Terran_Opening two_facto; Terran_Academy 248; Terran_Bunker 541; Terran_Factory 300; 
Terran_Control_Tower 838; Terran_Comsat_Station 313; Terran_Barracks 71; Terran_Expansion 620; Terran_Refinery 224; Terran_Barracks2 634; Terran_Missile_Turret 568; Terran_Supply_Depot 101; Terran_Engineering_Bay 496; Terran_Science_Facility 839; Terran_Machine_Shop 358; Terran_Armory 973; Terran_Starport 682; Terran_Opening bio; Terran_Academy 260; Terran_Bunker 566; Terran_Factory 299; 
Terran_Control_Tower -1; Terran_Comsat_Station 303; Terran_Barracks 78; Terran_Expansion -1; Terran_Refinery 229; Terran_Barracks2 560; Terran_Missile_Turret 504; Terran_Supply_Depot 101; Terran_Engineering_Bay 449; Terran_Science_Facility -1; Terran_Machine_Shop 354; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 249; Terran_Bunker 551; Terran_Factory 299; 
Terran_Control_Tower 390; Terran_Comsat_Station 273; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery 152; Terran_Barracks2 110; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 448; Terran_Science_Facility 411; Terran_Machine_Shop 346; Terran_Armory -1; Terran_Starport 324; Terran_Opening ; Terran_Academy 215; Terran_Bunker 364; Terran_Factory 268; 
Terran_Control_Tower 479; Terran_Comsat_Station 248; Terran_Barracks 92; Terran_Expansion 616; Terran_Refinery 187; Terran_Barracks2 123; Terran_Missile_Turret 346; Terran_Supply_Depot 60; Terran_Engineering_Bay 287; Terran_Science_Facility 546; Terran_Machine_Shop 424; Terran_Armory -1; Terran_Starport 425; Terran_Opening drop; Terran_Academy 175; Terran_Bunker 295; Terran_Factory 349; 
Terran_Control_Tower 1034; Terran_Comsat_Station 322; Terran_Barracks 89; Terran_Expansion 683; Terran_Refinery 206; Terran_Barracks2 117; Terran_Missile_Turret 454; Terran_Supply_Depot 58; Terran_Engineering_Bay 411; Terran_Science_Facility 1040; Terran_Machine_Shop 576; Terran_Armory 734; Terran_Starport 901; Terran_Opening two_facto; Terran_Academy 257; Terran_Bunker 201; Terran_Factory 514; 
Terran_Control_Tower 375; Terran_Comsat_Station 309; Terran_Barracks 91; Terran_Expansion 436; Terran_Refinery 114; Terran_Barracks2 408; Terran_Missile_Turret 916; Terran_Supply_Depot 59; Terran_Engineering_Bay 167; Terran_Science_Facility 347; Terran_Machine_Shop 342; Terran_Armory -1; Terran_Starport 285; Terran_Opening bio; Terran_Academy 250; Terran_Bunker 335; Terran_Factory 225; 
Terran_Control_Tower 379; Terran_Comsat_Station 322; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery 112; Terran_Barracks2 310; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay 158; Terran_Science_Facility 430; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 287; Terran_Opening bio; Terran_Academy 258; Terran_Bunker -1; Terran_Factory 231; 
Terran_Control_Tower 509; Terran_Comsat_Station 347; Terran_Barracks 88; Terran_Expansion 640; Terran_Refinery 248; Terran_Barracks2 117; Terran_Missile_Turret 554; Terran_Supply_Depot 60; Terran_Engineering_Bay 476; Terran_Science_Facility 552; Terran_Machine_Shop 549; Terran_Armory -1; Terran_Starport 459; Terran_Opening drop; Terran_Academy 286; Terran_Bunker 168; Terran_Factory 371; 
Terran_Control_Tower -1; Terran_Comsat_Station 292; Terran_Barracks 83; Terran_Expansion -1; Terran_Refinery 125; Terran_Barracks2 251; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 172; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 369; Terran_Opening bio; Terran_Academy 229; Terran_Bunker -1; Terran_Factory 315; 
Terran_Control_Tower 502; Terran_Comsat_Station 201; Terran_Barracks 88; Terran_Expansion 578; Terran_Refinery 106; Terran_Barracks2 192; Terran_Missile_Turret 470; Terran_Supply_Depot 59; Terran_Engineering_Bay 318; Terran_Science_Facility 503; Terran_Machine_Shop 349; Terran_Armory -1; Terran_Starport 449; Terran_Opening bio; Terran_Academy 145; Terran_Bunker 737; Terran_Factory 288; 
Terran_Control_Tower 363; Terran_Comsat_Station 321; Terran_Barracks 92; Terran_Expansion 532; Terran_Refinery 175; Terran_Barracks2 119; Terran_Missile_Turret 441; Terran_Supply_Depot 61; Terran_Engineering_Bay 376; Terran_Science_Facility 388; Terran_Machine_Shop 288; Terran_Armory -1; Terran_Starport 296; Terran_Opening ; Terran_Academy 266; Terran_Bunker -1; Terran_Factory 234; 
Terran_Control_Tower 1077; Terran_Comsat_Station 319; Terran_Barracks 77; Terran_Expansion 635; Terran_Refinery 201; Terran_Barracks2 690; Terran_Missile_Turret 543; Terran_Supply_Depot 100; Terran_Engineering_Bay 411; Terran_Science_Facility 1076; Terran_Machine_Shop 357; Terran_Armory 0; Terran_Starport 947; Terran_Opening two_facto; Terran_Academy 248; Terran_Bunker 541; Terran_Factory 300; 
Terran_Control_Tower -1; Terran_Comsat_Station 305; Terran_Barracks 73; Terran_Expansion -1; Terran_Refinery 219; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 101; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 245; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 838; Terran_Comsat_Station 313; Terran_Barracks 71; Terran_Expansion 620; Terran_Refinery 224; Terran_Barracks2 634; Terran_Missile_Turret 568; Terran_Supply_Depot 101; Terran_Engineering_Bay 496; Terran_Science_Facility 839; Terran_Machine_Shop 358; Terran_Armory 973; Terran_Starport 682; Terran_Opening bio; Terran_Academy 260; Terran_Bunker 566; Terran_Factory 299; 
Terran_Control_Tower 375; Terran_Comsat_Station 309; Terran_Barracks 91; Terran_Expansion 436; Terran_Refinery 114; Terran_Barracks2 408; Terran_Missile_Turret 916; Terran_Supply_Depot 59; Terran_Engineering_Bay 167; Terran_Science_Facility 347; Terran_Machine_Shop 342; Terran_Armory -1; Terran_Starport 285; Terran_Opening bio; Terran_Academy 250; Terran_Bunker 335; Terran_Factory 225; 
Terran_Control_Tower 379; Terran_Comsat_Station 322; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery 112; Terran_Barracks2 310; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay 158; Terran_Science_Facility 430; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 287; Terran_Opening bio; Terran_Academy 258; Terran_Bunker -1; Terran_Factory 231; 
Terran_Control_Tower 509; Terran_Comsat_Station 347; Terran_Barracks 88; Terran_Expansion 640; Terran_Refinery 248; Terran_Barracks2 117; Terran_Missile_Turret 554; Terran_Supply_Depot 60; Terran_Engineering_Bay 476; Terran_Science_Facility 552; Terran_Machine_Shop 549; Terran_Armory -1; Terran_Starport 459; Terran_Opening drop; Terran_Academy 286; Terran_Bunker 168; Terran_Factory 371; 
Terran_Control_Tower 335; Terran_Comsat_Station 280; Terran_Barracks 89; Terran_Expansion 575; Terran_Refinery 133; Terran_Barracks2 117; Terran_Missile_Turret 492; Terran_Supply_Depot 59; Terran_Engineering_Bay 321; Terran_Science_Facility 408; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 241; Terran_Opening drop; Terran_Academy 223; Terran_Bunker 736; Terran_Factory 188; 
Terran_Control_Tower 479; Terran_Comsat_Station 278; Terran_Barracks 90; Terran_Expansion 596; Terran_Refinery 173; Terran_Barracks2 119; Terran_Missile_Turret 666; Terran_Supply_Depot 59; Terran_Engineering_Bay 422; Terran_Science_Facility 480; Terran_Machine_Shop 780; Terran_Armory -1; Terran_Starport 389; Terran_Opening ; Terran_Academy 215; Terran_Bunker 667; Terran_Factory 335; 
Terran_Control_Tower 287; Terran_Comsat_Station 259; Terran_Barracks 83; Terran_Expansion 593; Terran_Refinery 136; Terran_Barracks2 112; Terran_Missile_Turret 530; Terran_Supply_Depot 58; Terran_Engineering_Bay 479; Terran_Science_Facility 376; Terran_Machine_Shop 265; Terran_Armory -1; Terran_Starport 241; Terran_Opening drop; Terran_Academy 206; Terran_Bunker 379; Terran_Factory 188; 
Terran_Control_Tower 808; Terran_Comsat_Station 674; Terran_Barracks 91; Terran_Expansion 609; Terran_Refinery 108; Terran_Barracks2 0; Terran_Missile_Turret 470; Terran_Supply_Depot 61; Terran_Engineering_Bay 422; Terran_Science_Facility 918; Terran_Machine_Shop 227; Terran_Armory 283; Terran_Starport 755; Terran_Opening two_facto; Terran_Academy 618; Terran_Bunker 342; Terran_Factory 173; 
Terran_Control_Tower 497; Terran_Comsat_Station 290; Terran_Barracks 142; Terran_Expansion 123; Terran_Refinery 204; Terran_Barracks2 162; Terran_Missile_Turret 447; Terran_Supply_Depot 58; Terran_Engineering_Bay 393; Terran_Science_Facility 550; Terran_Machine_Shop 437; Terran_Armory -1; Terran_Starport 438; Terran_Opening rax_fe; Terran_Academy 237; Terran_Bunker 310; Terran_Factory 379; 
Terran_Control_Tower 422; Terran_Comsat_Station 265; Terran_Barracks 90; Terran_Expansion 543; Terran_Refinery 180; Terran_Barracks2 117; Terran_Missile_Turret 768; Terran_Supply_Depot 58; Terran_Engineering_Bay 440; Terran_Science_Facility 423; Terran_Machine_Shop 375; Terran_Armory -1; Terran_Starport 362; Terran_Opening vultures; Terran_Academy 198; Terran_Bunker 623; Terran_Factory 299; 
Terran_Control_Tower 423; Terran_Comsat_Station 294; Terran_Barracks 92; Terran_Expansion 463; Terran_Refinery 189; Terran_Barracks2 116; Terran_Missile_Turret 418; Terran_Supply_Depot 57; Terran_Engineering_Bay 322; Terran_Science_Facility 422; Terran_Machine_Shop 350; Terran_Armory 1024; Terran_Starport 351; Terran_Opening two_facto; Terran_Academy 236; Terran_Bunker -1; Terran_Factory 292; 
Terran_Control_Tower 459; Terran_Comsat_Station 273; Terran_Barracks 90; Terran_Expansion 461; Terran_Refinery 186; Terran_Barracks2 117; Terran_Missile_Turret 529; Terran_Supply_Depot 58; Terran_Engineering_Bay 414; Terran_Science_Facility 522; Terran_Machine_Shop 437; Terran_Armory -1; Terran_Starport 412; Terran_Opening ; Terran_Academy 219; Terran_Bunker -1; Terran_Factory 354; 
Terran_Control_Tower -1; Terran_Comsat_Station 314; Terran_Barracks 83; Terran_Expansion -1; Terran_Refinery 173; Terran_Barracks2 115; Terran_Missile_Turret 386; Terran_Supply_Depot 58; Terran_Engineering_Bay 291; Terran_Science_Facility -1; Terran_Machine_Shop 285; Terran_Armory -1; Terran_Starport 519; Terran_Opening ; Terran_Academy 241; Terran_Bunker 371; Terran_Factory 230; 
Terran_Control_Tower 457; Terran_Comsat_Station 281; Terran_Barracks 84; Terran_Expansion 704; Terran_Refinery 163; Terran_Barracks2 113; Terran_Missile_Turret 447; Terran_Supply_Depot 59; Terran_Engineering_Bay 403; Terran_Science_Facility 487; Terran_Machine_Shop 270; Terran_Armory -1; Terran_Starport 377; Terran_Opening unknown; Terran_Academy 226; Terran_Bunker 505; Terran_Factory 214; 
Terran_Control_Tower 539; Terran_Comsat_Station 269; Terran_Barracks 85; Terran_Expansion 639; Terran_Refinery 182; Terran_Barracks2 117; Terran_Missile_Turret 715; Terran_Supply_Depot 59; Terran_Engineering_Bay 201; Terran_Science_Facility 538; Terran_Machine_Shop 464; Terran_Armory -1; Terran_Starport 488; Terran_Opening drop; Terran_Academy 216; Terran_Bunker 690; Terran_Factory 380; 
Terran_Control_Tower 426; Terran_Comsat_Station 323; Terran_Barracks 95; Terran_Expansion 608; Terran_Refinery 137; Terran_Barracks2 122; Terran_Missile_Turret 442; Terran_Supply_Depot 61; Terran_Engineering_Bay 228; Terran_Science_Facility 440; Terran_Machine_Shop 371; Terran_Armory 0; Terran_Starport 366; Terran_Opening drop; Terran_Academy 259; Terran_Bunker 422; Terran_Factory 307; 
Terran_Control_Tower 784; Terran_Comsat_Station 298; Terran_Barracks 89; Terran_Expansion 212; Terran_Refinery 226; Terran_Barracks2 117; Terran_Missile_Turret 419; Terran_Supply_Depot 58; Terran_Engineering_Bay 344; Terran_Science_Facility 806; Terran_Machine_Shop 564; Terran_Armory -1; Terran_Starport 565; Terran_Opening rax_fe; Terran_Academy 243; Terran_Bunker 339; Terran_Factory 494; 
Terran_Control_Tower 555; Terran_Comsat_Station 252; Terran_Barracks 88; Terran_Expansion 523; Terran_Refinery 157; Terran_Barracks2 110; Terran_Missile_Turret 536; Terran_Supply_Depot 59; Terran_Engineering_Bay 397; Terran_Science_Facility 600; Terran_Machine_Shop 532; Terran_Armory -1; Terran_Starport 508; Terran_Opening drop; Terran_Academy 195; Terran_Bunker 785; Terran_Factory 449; 
Terran_Control_Tower 400; Terran_Comsat_Station 362; Terran_Barracks 91; Terran_Expansion 545; Terran_Refinery 241; Terran_Barracks2 113; Terran_Missile_Turret 766; Terran_Supply_Depot 60; Terran_Engineering_Bay 343; Terran_Science_Facility 493; Terran_Machine_Shop 470; Terran_Armory 0; Terran_Starport 350; Terran_Opening drop; Terran_Academy 306; Terran_Bunker 592; Terran_Factory 294; 
Terran_Control_Tower 335; Terran_Comsat_Station 337; Terran_Barracks 86; Terran_Expansion 658; Terran_Refinery 176; Terran_Barracks2 114; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 432; Terran_Science_Facility 480; Terran_Machine_Shop 524; Terran_Armory -1; Terran_Starport 285; Terran_Opening drop; Terran_Academy 271; Terran_Bunker -1; Terran_Factory 231; 
Terran_Control_Tower 651; Terran_Comsat_Station 461; Terran_Barracks 73; Terran_Expansion 524; Terran_Refinery 355; Terran_Barracks2 359; Terran_Missile_Turret 750; Terran_Supply_Depot 103; Terran_Engineering_Bay 654; Terran_Science_Facility 742; Terran_Machine_Shop 562; Terran_Armory -1; Terran_Starport 582; Terran_Opening bio; Terran_Academy 397; Terran_Bunker 178; Terran_Factory 500; 
Terran_Control_Tower 452; Terran_Comsat_Station 280; Terran_Barracks 83; Terran_Expansion 536; Terran_Refinery 107; Terran_Barracks2 115; Terran_Missile_Turret 668; Terran_Supply_Depot 58; Terran_Engineering_Bay 589; Terran_Science_Facility 483; Terran_Machine_Shop 475; Terran_Armory -1; Terran_Starport 391; Terran_Opening drop; Terran_Academy 200; Terran_Bunker 309; Terran_Factory 311; 
Terran_Control_Tower 299; Terran_Comsat_Station 288; Terran_Barracks 83; Terran_Expansion 659; Terran_Refinery 144; Terran_Barracks2 115; Terran_Missile_Turret 512; Terran_Supply_Depot 58; Terran_Engineering_Bay 469; Terran_Science_Facility 433; Terran_Machine_Shop 431; Terran_Armory -1; Terran_Starport 252; Terran_Opening drop; Terran_Academy 217; Terran_Bunker 487; Terran_Factory 196; 
Terran_Control_Tower 304; Terran_Comsat_Station 272; Terran_Barracks 81; Terran_Expansion 735; Terran_Refinery 156; Terran_Barracks2 110; Terran_Missile_Turret 475; Terran_Supply_Depot 57; Terran_Engineering_Bay 380; Terran_Science_Facility 448; Terran_Machine_Shop 381; Terran_Armory 0; Terran_Starport 257; Terran_Opening unknown; Terran_Academy 197; Terran_Bunker 613; Terran_Factory 205; 
Terran_Control_Tower 308; Terran_Comsat_Station 276; Terran_Barracks 82; Terran_Expansion -1; Terran_Refinery 159; Terran_Barracks2 111; Terran_Missile_Turret 440; Terran_Supply_Depot 56; Terran_Engineering_Bay 395; Terran_Science_Facility -1; Terran_Machine_Shop 370; Terran_Armory -1; Terran_Starport 262; Terran_Opening unknown; Terran_Academy 215; Terran_Bunker 439; Terran_Factory 208; 
Terran_Control_Tower 307; Terran_Comsat_Station 273; Terran_Barracks 81; Terran_Expansion -1; Terran_Refinery 159; Terran_Barracks2 110; Terran_Missile_Turret -1; Terran_Supply_Depot 54; Terran_Engineering_Bay 375; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 262; Terran_Opening unknown; Terran_Academy 202; Terran_Bunker -1; Terran_Factory 210; 
Terran_Control_Tower 606; Terran_Comsat_Station 333; Terran_Barracks 92; Terran_Expansion 382; Terran_Refinery 239; Terran_Barracks2 119; Terran_Missile_Turret 505; Terran_Supply_Depot 61; Terran_Engineering_Bay 436; Terran_Science_Facility 605; Terran_Machine_Shop 556; Terran_Armory -1; Terran_Starport 554; Terran_Opening two_facto; Terran_Academy 274; Terran_Bunker 468; Terran_Factory 500; 
