Terran_Control_Tower 410; Terran_Comsat_Station 223; Terran_Barracks 114; Terran_Expansion 566; Terran_Refinery 86; Terran_Barracks2 230; Terran_Missile_Turret 333; Terran_Supply_Depot 61; Terran_Engineering_Bay 136; Terran_Science_Facility 386; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 329; Terran_Opening unknown; Terran_Academy 167; Terran_Bunker 0; Terran_Factory 267; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 87; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 495; Terran_Comsat_Station 325; Terran_Barracks 88; Terran_Expansion 185; Terran_Refinery 213; Terran_Barracks2 121; Terran_Missile_Turret 376; Terran_Supply_Depot 55; Terran_Engineering_Bay 260; Terran_Science_Facility 496; Terran_Machine_Shop 443; Terran_Armory -1; Terran_Starport 442; Terran_Opening rax_fe; Terran_Academy 231; Terran_Bunker 558; Terran_Factory 370; 
Terran_Control_Tower 506; Terran_Comsat_Station 295; Terran_Barracks 84; Terran_Expansion 167; Terran_Refinery 198; Terran_Barracks2 185; Terran_Missile_Turret 623; Terran_Supply_Depot 54; Terran_Engineering_Bay 578; Terran_Science_Facility 512; Terran_Machine_Shop 395; Terran_Armory -1; Terran_Starport 453; Terran_Opening rax_fe; Terran_Academy 224; Terran_Bunker 371; Terran_Factory 330; 
Terran_Control_Tower 503; Terran_Comsat_Station 326; Terran_Barracks 86; Terran_Expansion 183; Terran_Refinery 209; Terran_Barracks2 121; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay 321; Terran_Science_Facility 513; Terran_Machine_Shop 447; Terran_Armory -1; Terran_Starport 449; Terran_Opening rax_fe; Terran_Academy 235; Terran_Bunker -1; Terran_Factory 393; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 82; Terran_Expansion 166; Terran_Refinery 196; Terran_Barracks2 243; Terran_Missile_Turret -1; Terran_Supply_Depot 55; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 222; Terran_Bunker 192; Terran_Factory -1; 
Terran_Control_Tower 502; Terran_Comsat_Station 341; Terran_Barracks 90; Terran_Expansion 173; Terran_Refinery 184; Terran_Barracks2 291; Terran_Missile_Turret 369; Terran_Supply_Depot 58; Terran_Engineering_Bay 232; Terran_Science_Facility 503; Terran_Machine_Shop 458; Terran_Armory -1; Terran_Starport 423; Terran_Opening rax_fe; Terran_Academy 202; Terran_Bunker 403; Terran_Factory 341; 
Terran_Control_Tower 708; Terran_Comsat_Station 301; Terran_Barracks 87; Terran_Expansion 163; Terran_Refinery 179; Terran_Barracks2 205; Terran_Missile_Turret 414; Terran_Supply_Depot 58; Terran_Engineering_Bay 344; Terran_Science_Facility 710; Terran_Machine_Shop 580; Terran_Armory -1; Terran_Starport 638; Terran_Opening rax_fe; Terran_Academy 228; Terran_Bunker 457; Terran_Factory 505; 
Terran_Control_Tower -1; Terran_Comsat_Station 354; Terran_Barracks 91; Terran_Expansion 173; Terran_Refinery 213; Terran_Barracks2 200; Terran_Missile_Turret -1; Terran_Supply_Depot 62; Terran_Engineering_Bay 358; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 228; Terran_Bunker 378; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 317; Terran_Barracks 90; Terran_Expansion 185; Terran_Refinery 190; Terran_Barracks2 247; Terran_Missile_Turret 454; Terran_Supply_Depot 56; Terran_Engineering_Bay 408; Terran_Science_Facility -1; Terran_Machine_Shop 461; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 217; Terran_Bunker 265; Terran_Factory 395; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 63; Terran_Expansion -1; Terran_Refinery 142; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 78; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 261; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 203; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 88; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 643; Terran_Comsat_Station 486; Terran_Barracks 87; Terran_Expansion 178; Terran_Refinery 184; Terran_Barracks2 271; Terran_Missile_Turret 391; Terran_Supply_Depot 56; Terran_Engineering_Bay 314; Terran_Science_Facility 664; Terran_Machine_Shop 577; Terran_Armory -1; Terran_Starport 579; Terran_Opening rax_fe; Terran_Academy 247; Terran_Bunker 211; Terran_Factory 484; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 90; Terran_Expansion 208; Terran_Refinery 244; Terran_Barracks2 130; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 121; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 263; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 648; Terran_Comsat_Station 409; Terran_Barracks 89; Terran_Expansion 220; Terran_Refinery 245; Terran_Barracks2 382; Terran_Missile_Turret 439; Terran_Supply_Depot 59; Terran_Engineering_Bay 272; Terran_Science_Facility 649; Terran_Machine_Shop 552; Terran_Armory -1; Terran_Starport 553; Terran_Opening rax_fe; Terran_Academy 296; Terran_Bunker 345; Terran_Factory 491; 
Terran_Control_Tower 507; Terran_Comsat_Station 265; Terran_Barracks 86; Terran_Expansion 166; Terran_Refinery 186; Terran_Barracks2 225; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay 523; Terran_Science_Facility 548; Terran_Machine_Shop 454; Terran_Armory -1; Terran_Starport 457; Terran_Opening rax_fe; Terran_Academy 206; Terran_Bunker 273; Terran_Factory 370; 
Terran_Control_Tower 652; Terran_Comsat_Station 366; Terran_Barracks 89; Terran_Expansion 188; Terran_Refinery 203; Terran_Barracks2 284; Terran_Missile_Turret 430; Terran_Supply_Depot 59; Terran_Engineering_Bay 235; Terran_Science_Facility 652; Terran_Machine_Shop 544; Terran_Armory -1; Terran_Starport 561; Terran_Opening rax_fe; Terran_Academy 253; Terran_Bunker 460; Terran_Factory 491; 
Terran_Control_Tower 549; Terran_Comsat_Station 321; Terran_Barracks 87; Terran_Expansion 173; Terran_Refinery 198; Terran_Barracks2 280; Terran_Missile_Turret 427; Terran_Supply_Depot 58; Terran_Engineering_Bay 217; Terran_Science_Facility 550; Terran_Machine_Shop 501; Terran_Armory -1; Terran_Starport 500; Terran_Opening rax_fe; Terran_Academy 241; Terran_Bunker 454; Terran_Factory 447; 
Terran_Control_Tower 599; Terran_Comsat_Station 311; Terran_Barracks 85; Terran_Expansion 161; Terran_Refinery 196; Terran_Barracks2 275; Terran_Missile_Turret 412; Terran_Supply_Depot 56; Terran_Engineering_Bay 219; Terran_Science_Facility 598; Terran_Machine_Shop 544; Terran_Armory -1; Terran_Starport 545; Terran_Opening rax_fe; Terran_Academy 232; Terran_Bunker 468; Terran_Factory 488; 
Terran_Control_Tower -1; Terran_Comsat_Station 440; Terran_Barracks 91; Terran_Expansion 169; Terran_Refinery 195; Terran_Barracks2 306; Terran_Missile_Turret -1; Terran_Supply_Depot 54; Terran_Engineering_Bay 222; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 266; Terran_Bunker 175; Terran_Factory -1; 
Terran_Control_Tower 680; Terran_Comsat_Station 307; Terran_Barracks 88; Terran_Expansion 162; Terran_Refinery 184; Terran_Barracks2 267; Terran_Missile_Turret 391; Terran_Supply_Depot 56; Terran_Engineering_Bay 205; Terran_Science_Facility 679; Terran_Machine_Shop 573; Terran_Armory -1; Terran_Starport 574; Terran_Opening rax_fe; Terran_Academy 230; Terran_Bunker 444; Terran_Factory 516; 
Terran_Control_Tower 709; Terran_Comsat_Station 335; Terran_Barracks 85; Terran_Expansion 163; Terran_Refinery 181; Terran_Barracks2 250; Terran_Missile_Turret 433; Terran_Supply_Depot 55; Terran_Engineering_Bay 385; Terran_Science_Facility 710; Terran_Machine_Shop 632; Terran_Armory -1; Terran_Starport 634; Terran_Opening rax_fe; Terran_Academy 205; Terran_Bunker 215; Terran_Factory 575; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 92; Terran_Expansion 205; Terran_Refinery 221; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 133; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy -1; Terran_Bunker 270; Terran_Factory -1; 
Terran_Control_Tower 596; Terran_Comsat_Station 327; Terran_Barracks 87; Terran_Expansion 169; Terran_Refinery 180; Terran_Barracks2 301; Terran_Missile_Turret 457; Terran_Supply_Depot 58; Terran_Engineering_Bay 212; Terran_Science_Facility 598; Terran_Machine_Shop 532; Terran_Armory -1; Terran_Starport 547; Terran_Opening rax_fe; Terran_Academy 235; Terran_Bunker 200; Terran_Factory 409; 
Terran_Control_Tower 521; Terran_Comsat_Station 317; Terran_Barracks 88; Terran_Expansion 166; Terran_Refinery 184; Terran_Barracks2 289; Terran_Missile_Turret 383; Terran_Supply_Depot 56; Terran_Engineering_Bay 210; Terran_Science_Facility 533; Terran_Machine_Shop 494; Terran_Armory -1; Terran_Starport 451; Terran_Opening rax_fe; Terran_Academy 240; Terran_Bunker 202; Terran_Factory 364; 
Terran_Control_Tower -1; Terran_Comsat_Station 309; Terran_Barracks 88; Terran_Expansion 168; Terran_Refinery 193; Terran_Barracks2 283; Terran_Missile_Turret 444; Terran_Supply_Depot 57; Terran_Engineering_Bay 208; Terran_Science_Facility -1; Terran_Machine_Shop 693; Terran_Armory -1; Terran_Starport 748; Terran_Opening rax_fe; Terran_Academy 240; Terran_Bunker 246; Terran_Factory 629; 
Terran_Control_Tower 491; Terran_Comsat_Station 337; Terran_Barracks 88; Terran_Expansion 165; Terran_Refinery 190; Terran_Barracks2 297; Terran_Missile_Turret 400; Terran_Supply_Depot 58; Terran_Engineering_Bay 212; Terran_Science_Facility 493; Terran_Machine_Shop 467; Terran_Armory -1; Terran_Starport 437; Terran_Opening rax_fe; Terran_Academy 240; Terran_Bunker 205; Terran_Factory 359; 
Terran_Control_Tower -1; Terran_Comsat_Station 331; Terran_Barracks 84; Terran_Expansion 176; Terran_Refinery 181; Terran_Barracks2 303; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 210; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 265; Terran_Bunker 203; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 58; Terran_Expansion -1; Terran_Refinery 149; Terran_Barracks2 191; Terran_Missile_Turret -1; Terran_Supply_Depot 78; Terran_Engineering_Bay 135; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy 172; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 555; Terran_Comsat_Station 303; Terran_Barracks 86; Terran_Expansion 167; Terran_Refinery 181; Terran_Barracks2 119; Terran_Missile_Turret 384; Terran_Supply_Depot 58; Terran_Engineering_Bay 208; Terran_Science_Facility 555; Terran_Machine_Shop 487; Terran_Armory -1; Terran_Starport 488; Terran_Opening rax_fe; Terran_Academy 227; Terran_Bunker 198; Terran_Factory 419; 
Terran_Control_Tower 848; Terran_Comsat_Station 285; Terran_Barracks 88; Terran_Expansion 151; Terran_Refinery 179; Terran_Barracks2 191; Terran_Missile_Turret 323; Terran_Supply_Depot 60; Terran_Engineering_Bay 275; Terran_Science_Facility 848; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 797; Terran_Opening rax_fe; Terran_Academy 212; Terran_Bunker 248; Terran_Factory 658; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 295; Terran_Barracks 90; Terran_Expansion 149; Terran_Refinery 196; Terran_Barracks2 174; Terran_Missile_Turret 325; Terran_Supply_Depot 55; Terran_Engineering_Bay 210; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 527; Terran_Opening rax_fe; Terran_Academy 234; Terran_Bunker 260; Terran_Factory 467; 
Terran_Control_Tower 452; Terran_Comsat_Station 305; Terran_Barracks 84; Terran_Expansion 170; Terran_Refinery 183; Terran_Barracks2 255; Terran_Missile_Turret 391; Terran_Supply_Depot 55; Terran_Engineering_Bay 208; Terran_Science_Facility 453; Terran_Machine_Shop 406; Terran_Armory -1; Terran_Starport 405; Terran_Opening rax_fe; Terran_Academy 230; Terran_Bunker 460; Terran_Factory 349; 
Terran_Control_Tower -1; Terran_Comsat_Station 348; Terran_Barracks 89; Terran_Expansion 170; Terran_Refinery 211; Terran_Barracks2 190; Terran_Missile_Turret 366; Terran_Supply_Depot 59; Terran_Engineering_Bay 313; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 218; Terran_Bunker 264; Terran_Factory 499; 
Terran_Control_Tower 566; Terran_Comsat_Station 311; Terran_Barracks 87; Terran_Expansion 171; Terran_Refinery 187; Terran_Barracks2 229; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 323; Terran_Science_Facility 566; Terran_Machine_Shop 415; Terran_Armory -1; Terran_Starport 517; Terran_Opening rax_fe; Terran_Academy 209; Terran_Bunker 384; Terran_Factory 353; 
Terran_Control_Tower 546; Terran_Comsat_Station 310; Terran_Barracks 90; Terran_Expansion 176; Terran_Refinery 178; Terran_Barracks2 180; Terran_Missile_Turret 391; Terran_Supply_Depot 61; Terran_Engineering_Bay 274; Terran_Science_Facility 488; Terran_Machine_Shop 487; Terran_Armory -1; Terran_Starport 440; Terran_Opening rax_fe; Terran_Academy 216; Terran_Bunker -1; Terran_Factory 362; 
Terran_Control_Tower -1; Terran_Comsat_Station 467; Terran_Barracks 90; Terran_Expansion 247; Terran_Refinery 170; Terran_Barracks2 333; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 123; Terran_Science_Facility -1; Terran_Machine_Shop 487; Terran_Armory -1; Terran_Starport 558; Terran_Opening bio; Terran_Academy 301; Terran_Bunker 146; Terran_Factory 429; 
Terran_Control_Tower 552; Terran_Comsat_Station 301; Terran_Barracks 78; Terran_Expansion 168; Terran_Refinery 184; Terran_Barracks2 220; Terran_Missile_Turret 438; Terran_Supply_Depot 54; Terran_Engineering_Bay 310; Terran_Science_Facility 553; Terran_Machine_Shop 478; Terran_Armory -1; Terran_Starport 477; Terran_Opening rax_fe; Terran_Academy 201; Terran_Bunker -1; Terran_Factory 397; 
Terran_Control_Tower 595; Terran_Comsat_Station 328; Terran_Barracks 92; Terran_Expansion 187; Terran_Refinery 235; Terran_Barracks2 244; Terran_Missile_Turret 397; Terran_Supply_Depot 58; Terran_Engineering_Bay 341; Terran_Science_Facility 597; Terran_Machine_Shop 515; Terran_Armory -1; Terran_Starport 514; Terran_Opening rax_fe; Terran_Academy 253; Terran_Bunker 200; Terran_Factory 453; 
Terran_Control_Tower 556; Terran_Comsat_Station 366; Terran_Barracks 82; Terran_Expansion 190; Terran_Refinery 255; Terran_Barracks2 225; Terran_Missile_Turret 369; Terran_Supply_Depot 64; Terran_Engineering_Bay 321; Terran_Science_Facility 558; Terran_Machine_Shop 411; Terran_Armory -1; Terran_Starport 481; Terran_Opening rax_fe; Terran_Academy 298; Terran_Bunker 145; Terran_Factory 354; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 377; Terran_Barracks 87; Terran_Expansion 153; Terran_Refinery 310; Terran_Barracks2 270; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay 472; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport 493; Terran_Opening rax_fe; Terran_Academy 320; Terran_Bunker 410; Terran_Factory 423; 
Terran_Control_Tower -1; Terran_Comsat_Station 294; Terran_Barracks 90; Terran_Expansion -1; Terran_Refinery 194; Terran_Barracks2 148; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy 217; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 72; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 98; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 416; Terran_Barracks 59; Terran_Expansion 242; Terran_Refinery 302; Terran_Barracks2 246; Terran_Missile_Turret 546; Terran_Supply_Depot 78; Terran_Engineering_Bay 457; Terran_Science_Facility -1; Terran_Machine_Shop 640; Terran_Armory -1; Terran_Starport 741; Terran_Opening rax_fe; Terran_Academy 319; Terran_Bunker 175; Terran_Factory 512; 
Terran_Control_Tower 560; Terran_Comsat_Station 388; Terran_Barracks 94; Terran_Expansion 171; Terran_Refinery 190; Terran_Barracks2 298; Terran_Missile_Turret 439; Terran_Supply_Depot 62; Terran_Engineering_Bay 398; Terran_Science_Facility 530; Terran_Machine_Shop 334; Terran_Armory 312; Terran_Starport 480; Terran_Opening rax_fe; Terran_Academy 331; Terran_Bunker 281; Terran_Factory 254; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 586; Terran_Comsat_Station 309; Terran_Barracks 81; Terran_Expansion 209; Terran_Refinery 238; Terran_Barracks2 109; Terran_Missile_Turret 379; Terran_Supply_Depot 59; Terran_Engineering_Bay 301; Terran_Science_Facility 618; Terran_Machine_Shop 436; Terran_Armory -1; Terran_Starport 483; Terran_Opening rax_fe; Terran_Academy 251; Terran_Bunker 467; Terran_Factory 373; 
Terran_Control_Tower -1; Terran_Comsat_Station 422; Terran_Barracks 64; Terran_Expansion 578; Terran_Refinery 285; Terran_Barracks2 111; Terran_Missile_Turret 562; Terran_Supply_Depot 81; Terran_Engineering_Bay 499; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy 355; Terran_Bunker 218; Terran_Factory 709; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 138; Terran_Expansion 124; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 725; Terran_Comsat_Station 335; Terran_Barracks 155; Terran_Expansion 137; Terran_Refinery 229; Terran_Barracks2 186; Terran_Missile_Turret 385; Terran_Supply_Depot 62; Terran_Engineering_Bay 286; Terran_Science_Facility 749; Terran_Machine_Shop 679; Terran_Armory -1; Terran_Starport 671; Terran_Opening unknown; Terran_Academy 244; Terran_Bunker 578; Terran_Factory 546; 
Terran_Control_Tower -1; Terran_Comsat_Station 386; Terran_Barracks 63; Terran_Expansion 666; Terran_Refinery 253; Terran_Barracks2 369; Terran_Missile_Turret 399; Terran_Supply_Depot 96; Terran_Engineering_Bay 359; Terran_Science_Facility -1; Terran_Machine_Shop 373; Terran_Armory -1; Terran_Starport -1; Terran_Opening bio; Terran_Academy 329; Terran_Bunker 217; Terran_Factory 318; 
Terran_Control_Tower -1; Terran_Comsat_Station 424; Terran_Barracks 90; Terran_Expansion 193; Terran_Refinery 240; Terran_Barracks2 293; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay 230; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 247; Terran_Bunker 204; Terran_Factory 472; 
Terran_Control_Tower 500; Terran_Comsat_Station 329; Terran_Barracks 87; Terran_Expansion 156; Terran_Refinery 221; Terran_Barracks2 171; Terran_Missile_Turret 407; Terran_Supply_Depot 55; Terran_Engineering_Bay 324; Terran_Science_Facility 502; Terran_Machine_Shop 487; Terran_Armory -1; Terran_Starport 451; Terran_Opening rax_fe; Terran_Academy 253; Terran_Bunker 189; Terran_Factory 393; 
Terran_Control_Tower 529; Terran_Comsat_Station 327; Terran_Barracks 86; Terran_Expansion 169; Terran_Refinery 244; Terran_Barracks2 223; Terran_Missile_Turret 385; Terran_Supply_Depot 56; Terran_Engineering_Bay 298; Terran_Science_Facility 530; Terran_Machine_Shop 451; Terran_Armory -1; Terran_Starport 452; Terran_Opening rax_fe; Terran_Academy 256; Terran_Bunker 201; Terran_Factory 397; 
Terran_Control_Tower 578; Terran_Comsat_Station 325; Terran_Barracks 88; Terran_Expansion 166; Terran_Refinery 210; Terran_Barracks2 264; Terran_Missile_Turret 392; Terran_Supply_Depot 55; Terran_Engineering_Bay 330; Terran_Science_Facility 579; Terran_Machine_Shop 497; Terran_Armory -1; Terran_Starport 497; Terran_Opening rax_fe; Terran_Academy 228; Terran_Bunker 186; Terran_Factory 434; 
Terran_Control_Tower -1; Terran_Comsat_Station 296; Terran_Barracks 97; Terran_Expansion 350; Terran_Refinery 225; Terran_Barracks2 127; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 242; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower 503; Terran_Comsat_Station 315; Terran_Barracks 89; Terran_Expansion 169; Terran_Refinery 228; Terran_Barracks2 219; Terran_Missile_Turret 378; Terran_Supply_Depot 57; Terran_Engineering_Bay 279; Terran_Science_Facility 504; Terran_Machine_Shop 502; Terran_Armory -1; Terran_Starport 448; Terran_Opening rax_fe; Terran_Academy 243; Terran_Bunker 530; Terran_Factory 357; 
Terran_Control_Tower -1; Terran_Comsat_Station 391; Terran_Barracks 60; Terran_Expansion 192; Terran_Refinery 212; Terran_Barracks2 216; Terran_Missile_Turret 438; Terran_Supply_Depot 78; Terran_Engineering_Bay 388; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening rax_fe; Terran_Academy 292; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 104; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
