Zerg_Hive 816; Zerg_Opening ; Zerg_Spawning_Pool 118; Zerg_Extractor 66; Zerg_Creep_Colony 483; Zerg_Evolution_Chamber 977; Zerg_Queens_Nest 733; Zerg_Sunken_Colony 501; Zerg_Spore_Colony -1; Zerg_Expansion 203; Zerg_Hydralisk_Den 1070; Zerg_Greater_Spire 893; Zerg_Expansion2 377; Zerg_Lair 170; Zerg_Ultralisk_Cavern 900; Zerg_Spire 244; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 1068; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 66; Zerg_Extractor 80; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 184; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 89; Zerg_Defiler_Mound -1; 
Zerg_Hive 704; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 91; Zerg_Creep_Colony 289; Zerg_Evolution_Chamber 465; Zerg_Queens_Nest 643; Zerg_Sunken_Colony 307; Zerg_Spore_Colony -1; Zerg_Expansion 192; Zerg_Hydralisk_Den 514; Zerg_Greater_Spire -1; Zerg_Expansion2 269; Zerg_Lair 321; Zerg_Ultralisk_Cavern 846; Zerg_Spire 388; Zerg_Building_Overlord 85; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 82; Zerg_Creep_Colony 217; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 301; Zerg_Spore_Colony -1; Zerg_Expansion 137; Zerg_Hydralisk_Den 265; Zerg_Greater_Spire -1; Zerg_Expansion2 383; Zerg_Lair 220; Zerg_Ultralisk_Cavern -1; Zerg_Spire 659; Zerg_Building_Overlord 92; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening unknown; Zerg_Spawning_Pool 121; Zerg_Extractor 212; Zerg_Creep_Colony 237; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 252; Zerg_Spore_Colony -1; Zerg_Expansion 104; Zerg_Hydralisk_Den 325; Zerg_Greater_Spire -1; Zerg_Expansion2 194; Zerg_Lair 494; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 86; Zerg_Extractor 66; Zerg_Creep_Colony 205; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 224; Zerg_Spore_Colony -1; Zerg_Expansion 125; Zerg_Hydralisk_Den 342; Zerg_Greater_Spire -1; Zerg_Expansion2 167; Zerg_Lair 305; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 87; Zerg_Extractor 65; Zerg_Creep_Colony 219; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 236; Zerg_Spore_Colony -1; Zerg_Expansion 128; Zerg_Hydralisk_Den 361; Zerg_Greater_Spire -1; Zerg_Expansion2 177; Zerg_Lair 294; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 837; Zerg_Opening mutas; Zerg_Spawning_Pool 96; Zerg_Extractor 64; Zerg_Creep_Colony 283; Zerg_Evolution_Chamber 503; Zerg_Queens_Nest 790; Zerg_Sunken_Colony 308; Zerg_Spore_Colony -1; Zerg_Expansion 131; Zerg_Hydralisk_Den 421; Zerg_Greater_Spire -1; Zerg_Expansion2 184; Zerg_Lair 270; Zerg_Ultralisk_Cavern -1; Zerg_Spire 340; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 298; Zerg_Creep_Colony 274; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 368; Zerg_Spore_Colony -1; Zerg_Expansion 105; Zerg_Hydralisk_Den 404; Zerg_Greater_Spire -1; Zerg_Expansion2 261; Zerg_Lair 372; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 749; Zerg_Opening speedlings; Zerg_Spawning_Pool 91; Zerg_Extractor 149; Zerg_Creep_Colony 218; Zerg_Evolution_Chamber 576; Zerg_Queens_Nest 699; Zerg_Sunken_Colony 233; Zerg_Spore_Colony -1; Zerg_Expansion 130; Zerg_Hydralisk_Den 243; Zerg_Greater_Spire -1; Zerg_Expansion2 378; Zerg_Lair 206; Zerg_Ultralisk_Cavern -1; Zerg_Spire 396; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 155; Zerg_Creep_Colony 189; Zerg_Evolution_Chamber 544; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 204; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den 310; Zerg_Greater_Spire -1; Zerg_Expansion2 253; Zerg_Lair 269; Zerg_Ultralisk_Cavern -1; Zerg_Spire 442; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 1030; Zerg_Opening speedlings; Zerg_Spawning_Pool 127; Zerg_Extractor 65; Zerg_Creep_Colony 278; Zerg_Evolution_Chamber 617; Zerg_Queens_Nest 936; Zerg_Sunken_Colony 318; Zerg_Spore_Colony -1; Zerg_Expansion 114; Zerg_Hydralisk_Den 242; Zerg_Greater_Spire -1; Zerg_Expansion2 377; Zerg_Lair 213; Zerg_Ultralisk_Cavern -1; Zerg_Spire 0; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 785; Zerg_Opening mutas; Zerg_Spawning_Pool 124; Zerg_Extractor 197; Zerg_Creep_Colony 219; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 681; Zerg_Sunken_Colony 235; Zerg_Spore_Colony -1; Zerg_Expansion 107; Zerg_Hydralisk_Den 475; Zerg_Greater_Spire -1; Zerg_Expansion2 171; Zerg_Lair 253; Zerg_Ultralisk_Cavern 1006; Zerg_Spire 318; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 885; 
Zerg_Hive 611; Zerg_Opening mutas; Zerg_Spawning_Pool 124; Zerg_Extractor 208; Zerg_Creep_Colony 284; Zerg_Evolution_Chamber 532; Zerg_Queens_Nest 567; Zerg_Sunken_Colony 301; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 506; Zerg_Greater_Spire -1; Zerg_Expansion2 178; Zerg_Lair 274; Zerg_Ultralisk_Cavern 1029; Zerg_Spire 341; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 690; 
Zerg_Hive 985; Zerg_Opening hydras; Zerg_Spawning_Pool 127; Zerg_Extractor 153; Zerg_Creep_Colony 187; Zerg_Evolution_Chamber 381; Zerg_Queens_Nest 932; Zerg_Sunken_Colony 205; Zerg_Spore_Colony -1; Zerg_Expansion 103; Zerg_Hydralisk_Den 268; Zerg_Greater_Spire -1; Zerg_Expansion2 267; Zerg_Lair 216; Zerg_Ultralisk_Cavern 1066; Zerg_Spire 470; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 147; Zerg_Creep_Colony 308; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 832; Zerg_Sunken_Colony 327; Zerg_Spore_Colony -1; Zerg_Expansion 106; Zerg_Hydralisk_Den 552; Zerg_Greater_Spire -1; Zerg_Expansion2 179; Zerg_Lair 363; Zerg_Ultralisk_Cavern -1; Zerg_Spire 427; Zerg_Building_Overlord 55; Zerg_Defiler_Mound -1; 
Zerg_Hive 676; Zerg_Opening speedlings; Zerg_Spawning_Pool 136; Zerg_Extractor 241; Zerg_Creep_Colony 198; Zerg_Evolution_Chamber 460; Zerg_Queens_Nest 628; Zerg_Sunken_Colony 217; Zerg_Spore_Colony -1; Zerg_Expansion 118; Zerg_Hydralisk_Den 346; Zerg_Greater_Spire 757; Zerg_Expansion2 410; Zerg_Lair 297; Zerg_Ultralisk_Cavern -1; Zerg_Spire 577; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 775; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 183; Zerg_Creep_Colony 225; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 808; Zerg_Sunken_Colony 241; Zerg_Spore_Colony -1; Zerg_Expansion 111; Zerg_Hydralisk_Den 284; Zerg_Greater_Spire -1; Zerg_Expansion2 277; Zerg_Lair 249; Zerg_Ultralisk_Cavern -1; Zerg_Spire 434; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 149; Zerg_Creep_Colony 261; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 283; Zerg_Spore_Colony -1; Zerg_Expansion 115; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 171; Zerg_Lair 230; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive 886; Zerg_Opening speedlings; Zerg_Spawning_Pool 155; Zerg_Extractor 163; Zerg_Creep_Colony 514; Zerg_Evolution_Chamber 214; Zerg_Queens_Nest 833; Zerg_Sunken_Colony 546; Zerg_Spore_Colony -1; Zerg_Expansion 104; Zerg_Hydralisk_Den 243; Zerg_Greater_Spire 1016; Zerg_Expansion2 138; Zerg_Lair 445; Zerg_Ultralisk_Cavern -1; Zerg_Spire 593; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 66; Zerg_Extractor 91; Zerg_Creep_Colony 295; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 706; Zerg_Hydralisk_Den 197; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 150; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 54; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 69; Zerg_Extractor 85; Zerg_Creep_Colony 255; Zerg_Evolution_Chamber 531; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 501; Zerg_Spore_Colony -1; Zerg_Expansion 157; Zerg_Hydralisk_Den 341; Zerg_Greater_Spire -1; Zerg_Expansion2 190; Zerg_Lair 299; Zerg_Ultralisk_Cavern -1; Zerg_Spire 610; Zerg_Building_Overlord 93; Zerg_Defiler_Mound -1; 
Zerg_Hive 823; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 153; Zerg_Creep_Colony 207; Zerg_Evolution_Chamber 370; Zerg_Queens_Nest 614; Zerg_Sunken_Colony 223; Zerg_Spore_Colony -1; Zerg_Expansion 119; Zerg_Hydralisk_Den 261; Zerg_Greater_Spire -1; Zerg_Expansion2 576; Zerg_Lair 219; Zerg_Ultralisk_Cavern 0; Zerg_Spire 678; Zerg_Building_Overlord 60; Zerg_Defiler_Mound 989; 
Zerg_Hive 905; Zerg_Opening mutas; Zerg_Spawning_Pool 130; Zerg_Extractor 176; Zerg_Creep_Colony 207; Zerg_Evolution_Chamber 474; Zerg_Queens_Nest 840; Zerg_Sunken_Colony 226; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 426; Zerg_Greater_Spire -1; Zerg_Expansion2 190; Zerg_Lair 289; Zerg_Ultralisk_Cavern -1; Zerg_Spire 357; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 993; 
Zerg_Hive 768; Zerg_Opening speedlings; Zerg_Spawning_Pool 121; Zerg_Extractor 188; Zerg_Creep_Colony 210; Zerg_Evolution_Chamber 414; Zerg_Queens_Nest 726; Zerg_Sunken_Colony 228; Zerg_Spore_Colony -1; Zerg_Expansion 103; Zerg_Hydralisk_Den 409; Zerg_Greater_Spire 0; Zerg_Expansion2 165; Zerg_Lair 250; Zerg_Ultralisk_Cavern 0; Zerg_Spire 326; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 848; 
Zerg_Hive 789; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 159; Zerg_Creep_Colony 209; Zerg_Evolution_Chamber 444; Zerg_Queens_Nest 633; Zerg_Sunken_Colony 225; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 263; Zerg_Greater_Spire -1; Zerg_Expansion2 404; Zerg_Lair 211; Zerg_Ultralisk_Cavern 1017; Zerg_Spire 539; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 868; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 68; Zerg_Extractor 79; Zerg_Creep_Colony 282; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 311; Zerg_Spore_Colony -1; Zerg_Expansion 155; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 230; Zerg_Lair 284; Zerg_Ultralisk_Cavern -1; Zerg_Spire 474; Zerg_Building_Overlord 95; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 131; Zerg_Extractor 233; Zerg_Creep_Colony 208; Zerg_Evolution_Chamber 885; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 225; Zerg_Spore_Colony -1; Zerg_Expansion 111; Zerg_Hydralisk_Den 322; Zerg_Greater_Spire -1; Zerg_Expansion2 176; Zerg_Lair 291; Zerg_Ultralisk_Cavern -1; Zerg_Spire 809; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 69; Zerg_Extractor 95; Zerg_Creep_Colony 232; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 301; Zerg_Spore_Colony -1; Zerg_Expansion 153; Zerg_Hydralisk_Den 632; Zerg_Greater_Spire -1; Zerg_Expansion2 208; Zerg_Lair 288; Zerg_Ultralisk_Cavern -1; Zerg_Spire 363; Zerg_Building_Overlord 87; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening hydras; Zerg_Spawning_Pool 123; Zerg_Extractor 211; Zerg_Creep_Colony 188; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 204; Zerg_Spore_Colony -1; Zerg_Expansion 108; Zerg_Hydralisk_Den 327; Zerg_Greater_Spire -1; Zerg_Expansion2 222; Zerg_Lair 273; Zerg_Ultralisk_Cavern -1; Zerg_Spire 892; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 133; Zerg_Extractor 68; Zerg_Creep_Colony 362; Zerg_Evolution_Chamber 952; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 382; Zerg_Spore_Colony -1; Zerg_Expansion 119; Zerg_Hydralisk_Den 373; Zerg_Greater_Spire -1; Zerg_Expansion2 232; Zerg_Lair 322; Zerg_Ultralisk_Cavern -1; Zerg_Spire 470; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 99; Zerg_Extractor 132; Zerg_Creep_Colony 237; Zerg_Evolution_Chamber 658; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 385; Zerg_Spore_Colony -1; Zerg_Expansion 144; Zerg_Hydralisk_Den 342; Zerg_Greater_Spire -1; Zerg_Expansion2 203; Zerg_Lair 268; Zerg_Ultralisk_Cavern -1; Zerg_Spire 1045; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening ; Zerg_Spawning_Pool 147; Zerg_Extractor 118; Zerg_Creep_Colony 206; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 222; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair -1; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 104; Zerg_Extractor 71; Zerg_Creep_Colony 232; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 375; Zerg_Spore_Colony -1; Zerg_Expansion 148; Zerg_Hydralisk_Den 281; Zerg_Greater_Spire -1; Zerg_Expansion2 246; Zerg_Lair 221; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening lurkers; Zerg_Spawning_Pool 102; Zerg_Extractor 69; Zerg_Creep_Colony 249; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 290; Zerg_Spore_Colony -1; Zerg_Expansion 146; Zerg_Hydralisk_Den 287; Zerg_Greater_Spire -1; Zerg_Expansion2 206; Zerg_Lair 242; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 97; Zerg_Extractor 65; Zerg_Creep_Colony 495; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 511; Zerg_Spore_Colony -1; Zerg_Expansion 141; Zerg_Hydralisk_Den 297; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 218; Zerg_Ultralisk_Cavern -1; Zerg_Spire 290; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 102; Zerg_Extractor 155; Zerg_Creep_Colony 305; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 325; Zerg_Spore_Colony -1; Zerg_Expansion 140; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 174; Zerg_Lair 282; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive 801; Zerg_Opening speedlings; Zerg_Spawning_Pool 69; Zerg_Extractor 94; Zerg_Creep_Colony 375; Zerg_Evolution_Chamber 486; Zerg_Queens_Nest 745; Zerg_Sunken_Colony 395; Zerg_Spore_Colony -1; Zerg_Expansion 146; Zerg_Hydralisk_Den 280; Zerg_Greater_Spire 885; Zerg_Expansion2 219; Zerg_Lair 241; Zerg_Ultralisk_Cavern 978; Zerg_Spire 358; Zerg_Building_Overlord 86; Zerg_Defiler_Mound 993; 
Zerg_Hive -1; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 130; Zerg_Extractor 152; Zerg_Creep_Colony 217; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 233; Zerg_Spore_Colony -1; Zerg_Expansion 109; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 408; Zerg_Lair 213; Zerg_Ultralisk_Cavern -1; Zerg_Spire 277; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 105; Zerg_Extractor 85; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 425; Zerg_Hydralisk_Den 188; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 160; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 128; Zerg_Extractor 135; Zerg_Creep_Colony 225; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 241; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 187; Zerg_Ultralisk_Cavern -1; Zerg_Spire 290; Zerg_Building_Overlord 56; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening unknown; Zerg_Spawning_Pool 129; Zerg_Extractor 315; Zerg_Creep_Colony 311; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 327; Zerg_Spore_Colony -1; Zerg_Expansion 110; Zerg_Hydralisk_Den 387; Zerg_Greater_Spire -1; Zerg_Expansion2 622; Zerg_Lair 373; Zerg_Ultralisk_Cavern -1; Zerg_Spire 791; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 133; Zerg_Extractor 151; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion 113; Zerg_Hydralisk_Den 244; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 225; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 92; Zerg_Creep_Colony 261; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 280; Zerg_Spore_Colony -1; Zerg_Expansion 151; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 165; Zerg_Lair 292; Zerg_Ultralisk_Cavern -1; Zerg_Spire 357; Zerg_Building_Overlord 86; Zerg_Defiler_Mound -1; 
Zerg_Hive 1060; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 114; Zerg_Extractor 173; Zerg_Creep_Colony 246; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 1017; Zerg_Sunken_Colony 265; Zerg_Spore_Colony -1; Zerg_Expansion 161; Zerg_Hydralisk_Den 424; Zerg_Greater_Spire -1; Zerg_Expansion2 541; Zerg_Lair 231; Zerg_Ultralisk_Cavern 0; Zerg_Spire 296; Zerg_Building_Overlord 57; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening unknown; Zerg_Spawning_Pool 98; Zerg_Extractor 160; Zerg_Creep_Colony 255; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 274; Zerg_Spore_Colony -1; Zerg_Expansion 137; Zerg_Hydralisk_Den 276; Zerg_Greater_Spire -1; Zerg_Expansion2 487; Zerg_Lair 215; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 81; Zerg_Creep_Colony -1; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony -1; Zerg_Spore_Colony -1; Zerg_Expansion -1; Zerg_Hydralisk_Den 197; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 175; Zerg_Ultralisk_Cavern -1; Zerg_Spire -1; Zerg_Building_Overlord 91; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 133; Zerg_Extractor 137; Zerg_Creep_Colony 198; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 234; Zerg_Spore_Colony -1; Zerg_Expansion 95; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 -1; Zerg_Lair 227; Zerg_Ultralisk_Cavern -1; Zerg_Spire 291; Zerg_Building_Overlord 60; Zerg_Defiler_Mound -1; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 98; Zerg_Extractor 169; Zerg_Creep_Colony 253; Zerg_Evolution_Chamber 932; Zerg_Queens_Nest 1046; Zerg_Sunken_Colony 269; Zerg_Spore_Colony -1; Zerg_Expansion 148; Zerg_Hydralisk_Den 303; Zerg_Greater_Spire 0; Zerg_Expansion2 635; Zerg_Lair 251; Zerg_Ultralisk_Cavern -1; Zerg_Spire 692; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 800; Zerg_Opening unknown; Zerg_Spawning_Pool 69; Zerg_Extractor 80; Zerg_Creep_Colony 250; Zerg_Evolution_Chamber 638; Zerg_Queens_Nest 737; Zerg_Sunken_Colony 274; Zerg_Spore_Colony -1; Zerg_Expansion 158; Zerg_Hydralisk_Den 332; Zerg_Greater_Spire -1; Zerg_Expansion2 224; Zerg_Lair 270; Zerg_Ultralisk_Cavern -1; Zerg_Spire 529; Zerg_Building_Overlord 95; Zerg_Defiler_Mound 898; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 67; Zerg_Extractor 81; Zerg_Creep_Colony 245; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 272; Zerg_Spore_Colony -1; Zerg_Expansion 150; Zerg_Hydralisk_Den 519; Zerg_Greater_Spire -1; Zerg_Expansion2 219; Zerg_Lair 260; Zerg_Ultralisk_Cavern -1; Zerg_Spire 325; Zerg_Building_Overlord 92; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening speedlings; Zerg_Spawning_Pool 102; Zerg_Extractor 213; Zerg_Creep_Colony 393; Zerg_Evolution_Chamber 708; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 408; Zerg_Spore_Colony -1; Zerg_Expansion 149; Zerg_Hydralisk_Den 544; Zerg_Greater_Spire -1; Zerg_Expansion2 164; Zerg_Lair 364; Zerg_Ultralisk_Cavern -1; Zerg_Spire 439; Zerg_Building_Overlord 58; Zerg_Defiler_Mound -1; 
Zerg_Hive -1; Zerg_Opening fast_mutas; Zerg_Spawning_Pool 129; Zerg_Extractor 146; Zerg_Creep_Colony 193; Zerg_Evolution_Chamber -1; Zerg_Queens_Nest -1; Zerg_Sunken_Colony 213; Zerg_Spore_Colony -1; Zerg_Expansion 112; Zerg_Hydralisk_Den -1; Zerg_Greater_Spire -1; Zerg_Expansion2 429; Zerg_Lair 203; Zerg_Ultralisk_Cavern -1; Zerg_Spire 271; Zerg_Building_Overlord 59; Zerg_Defiler_Mound -1; 
