Zerg_Hive 25785; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3015; Zerg_Extractor 6330; Zerg_Creep_Colony 4335; Zerg_Evolution_Chamber 12630; Zerg_Queens_Nest 20945; Zerg_Sunken_Colony 5325; Zerg_Spore_Colony 0; Zerg_Expansion 2390; Zerg_Hydralisk_Den 7410; Zerg_Greater_Spire 0; Zerg_Expansion2 6025; Zerg_Lair 14330; Zerg_Ultralisk_Cavern 0; Zerg_Spire 15900; Zerg_Building_Overlord 1215; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2806; Zerg_Extractor 8266; Zerg_Creep_Colony 10082; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 10640; Zerg_Spore_Colony 0; Zerg_Expansion 2380; Zerg_Hydralisk_Den 9684; Zerg_Greater_Spire 0; Zerg_Expansion2 3916; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1296; Zerg_Defiler_Mound 0; 
Zerg_Hive 12904; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2832; Zerg_Extractor 4506; Zerg_Creep_Colony 5766; Zerg_Evolution_Chamber 8962; Zerg_Queens_Nest 11866; Zerg_Sunken_Colony 6208; Zerg_Spore_Colony 0; Zerg_Expansion 2386; Zerg_Hydralisk_Den 6584; Zerg_Greater_Spire 0; Zerg_Expansion2 4416; Zerg_Lair 5936; Zerg_Ultralisk_Cavern 17026; Zerg_Spire 17062; Zerg_Building_Overlord 1298; Zerg_Defiler_Mound 0; 
Zerg_Hive 18438; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2974; Zerg_Extractor 6442; Zerg_Creep_Colony 4422; Zerg_Evolution_Chamber 11396; Zerg_Queens_Nest 16368; Zerg_Sunken_Colony 4776; Zerg_Spore_Colony 16964; Zerg_Expansion 2492; Zerg_Hydralisk_Den 10802; Zerg_Greater_Spire 59416; Zerg_Expansion2 10166; Zerg_Lair 7806; Zerg_Ultralisk_Cavern 26616; Zerg_Spire 9472; Zerg_Building_Overlord 1300; Zerg_Defiler_Mound 33220; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2812; Zerg_Extractor 0; Zerg_Creep_Colony 4288; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 4656; Zerg_Spore_Colony 0; Zerg_Expansion 2400; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1278; Zerg_Defiler_Mound 0; 
Zerg_Hive 13080; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2914; Zerg_Extractor 3844; Zerg_Creep_Colony 5662; Zerg_Evolution_Chamber 9458; Zerg_Queens_Nest 10842; Zerg_Sunken_Colony 6028; Zerg_Spore_Colony 0; Zerg_Expansion 2522; Zerg_Hydralisk_Den 7912; Zerg_Greater_Spire 0; Zerg_Expansion2 4344; Zerg_Lair 6152; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7974; Zerg_Building_Overlord 1308; Zerg_Defiler_Mound 0; 
Zerg_Hive 13766; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2900; Zerg_Extractor 6064; Zerg_Creep_Colony 6118; Zerg_Evolution_Chamber 7052; Zerg_Queens_Nest 12764; Zerg_Sunken_Colony 6494; Zerg_Spore_Colony 11076; Zerg_Expansion 2432; Zerg_Hydralisk_Den 8096; Zerg_Greater_Spire 0; Zerg_Expansion2 4780; Zerg_Lair 8412; Zerg_Ultralisk_Cavern 21606; Zerg_Spire 12818; Zerg_Building_Overlord 1292; Zerg_Defiler_Mound 0; 
Zerg_Hive 17222; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2926; Zerg_Extractor 4004; Zerg_Creep_Colony 7538; Zerg_Evolution_Chamber 11102; Zerg_Queens_Nest 16162; Zerg_Sunken_Colony 8024; Zerg_Spore_Colony 12028; Zerg_Expansion 2500; Zerg_Hydralisk_Den 6224; Zerg_Greater_Spire 19132; Zerg_Expansion2 4530; Zerg_Lair 5372; Zerg_Ultralisk_Cavern 22900; Zerg_Spire 10250; Zerg_Building_Overlord 1338; Zerg_Defiler_Mound 0; 
Zerg_Hive 10508; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2786; Zerg_Extractor 4198; Zerg_Creep_Colony 5266; Zerg_Evolution_Chamber 5172; Zerg_Queens_Nest 9302; Zerg_Sunken_Colony 5702; Zerg_Spore_Colony 0; Zerg_Expansion 2434; Zerg_Hydralisk_Den 8860; Zerg_Greater_Spire 0; Zerg_Expansion2 4130; Zerg_Lair 6984; Zerg_Ultralisk_Cavern 14334; Zerg_Spire 14862; Zerg_Building_Overlord 1272; Zerg_Defiler_Mound 0; 
Zerg_Hive 12204; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1628; Zerg_Extractor 1982; Zerg_Creep_Colony 6236; Zerg_Evolution_Chamber 6142; Zerg_Queens_Nest 11234; Zerg_Sunken_Colony 6598; Zerg_Spore_Colony 24102; Zerg_Expansion 3412; Zerg_Hydralisk_Den 7636; Zerg_Greater_Spire 0; Zerg_Expansion2 3772; Zerg_Lair 8142; Zerg_Ultralisk_Cavern 18786; Zerg_Spire 13578; Zerg_Building_Overlord 2208; Zerg_Defiler_Mound 24556; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 12516; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1850; Zerg_Extractor 4908; Zerg_Creep_Colony 6052; Zerg_Evolution_Chamber 8108; Zerg_Queens_Nest 11488; Zerg_Sunken_Colony 6538; Zerg_Spore_Colony 0; Zerg_Expansion 3026; Zerg_Hydralisk_Den 6008; Zerg_Greater_Spire 0; Zerg_Expansion2 4774; Zerg_Lair 7330; Zerg_Ultralisk_Cavern 16598; Zerg_Spire 10734; Zerg_Building_Overlord 1316; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2900; Zerg_Extractor 5208; Zerg_Creep_Colony 7072; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7434; Zerg_Spore_Colony 0; Zerg_Expansion 2488; Zerg_Hydralisk_Den 6792; Zerg_Greater_Spire 0; Zerg_Expansion2 3958; Zerg_Lair 10442; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1324; Zerg_Defiler_Mound 0; 
Zerg_Hive 14960; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2922; Zerg_Extractor 5172; Zerg_Creep_Colony 6550; Zerg_Evolution_Chamber 11114; Zerg_Queens_Nest 13600; Zerg_Sunken_Colony 7046; Zerg_Spore_Colony 19314; Zerg_Expansion 2510; Zerg_Hydralisk_Den 6590; Zerg_Greater_Spire 0; Zerg_Expansion2 4394; Zerg_Lair 7300; Zerg_Ultralisk_Cavern 19238; Zerg_Spire 17862; Zerg_Building_Overlord 1308; Zerg_Defiler_Mound 0; 
Zerg_Hive 16152; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2878; Zerg_Extractor 4456; Zerg_Creep_Colony 5612; Zerg_Evolution_Chamber 8576; Zerg_Queens_Nest 14788; Zerg_Sunken_Colony 6090; Zerg_Spore_Colony 9236; Zerg_Expansion 2424; Zerg_Hydralisk_Den 7218; Zerg_Greater_Spire 0; Zerg_Expansion2 4186; Zerg_Lair 5802; Zerg_Ultralisk_Cavern 18842; Zerg_Spire 12576; Zerg_Building_Overlord 1300; Zerg_Defiler_Mound 0; 
Zerg_Hive 14698; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2822; Zerg_Extractor 5584; Zerg_Creep_Colony 6530; Zerg_Evolution_Chamber 8804; Zerg_Queens_Nest 13662; Zerg_Sunken_Colony 7122; Zerg_Spore_Colony 0; Zerg_Expansion 2442; Zerg_Hydralisk_Den 8346; Zerg_Greater_Spire 0; Zerg_Expansion2 4372; Zerg_Lair 8970; Zerg_Ultralisk_Cavern 18764; Zerg_Spire 16074; Zerg_Building_Overlord 1290; Zerg_Defiler_Mound 0; 
Zerg_Hive 13890; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2954; Zerg_Extractor 4574; Zerg_Creep_Colony 5802; Zerg_Evolution_Chamber 8628; Zerg_Queens_Nest 12328; Zerg_Sunken_Colony 6230; Zerg_Spore_Colony 19366; Zerg_Expansion 2386; Zerg_Hydralisk_Den 6902; Zerg_Greater_Spire 0; Zerg_Expansion2 4128; Zerg_Lair 5940; Zerg_Ultralisk_Cavern 18188; Zerg_Spire 11158; Zerg_Building_Overlord 1296; Zerg_Defiler_Mound 0; 
Zerg_Hive 13966; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1800; Zerg_Extractor 4422; Zerg_Creep_Colony 7026; Zerg_Evolution_Chamber 8462; Zerg_Queens_Nest 12492; Zerg_Sunken_Colony 7470; Zerg_Spore_Colony 0; Zerg_Expansion 3240; Zerg_Hydralisk_Den 6992; Zerg_Greater_Spire 0; Zerg_Expansion2 4596; Zerg_Lair 5680; Zerg_Ultralisk_Cavern 22964; Zerg_Spire 19292; Zerg_Building_Overlord 1302; Zerg_Defiler_Mound 0; 
Zerg_Hive 15394; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2890; Zerg_Extractor 5996; Zerg_Creep_Colony 7056; Zerg_Evolution_Chamber 9386; Zerg_Queens_Nest 14428; Zerg_Sunken_Colony 7484; Zerg_Spore_Colony 13634; Zerg_Expansion 2480; Zerg_Hydralisk_Den 7094; Zerg_Greater_Spire 0; Zerg_Expansion2 4512; Zerg_Lair 8454; Zerg_Ultralisk_Cavern 20364; Zerg_Spire 12900; Zerg_Building_Overlord 1306; Zerg_Defiler_Mound 0; 
Zerg_Hive 17346; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2864; Zerg_Extractor 5408; Zerg_Creep_Colony 6846; Zerg_Evolution_Chamber 14258; Zerg_Queens_Nest 14290; Zerg_Sunken_Colony 7308; Zerg_Spore_Colony 0; Zerg_Expansion 2492; Zerg_Hydralisk_Den 6542; Zerg_Greater_Spire 0; Zerg_Expansion2 4306; Zerg_Lair 10774; Zerg_Ultralisk_Cavern 0; Zerg_Spire 12294; Zerg_Building_Overlord 1300; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2154; Zerg_Extractor 2244; Zerg_Creep_Colony 5676; Zerg_Evolution_Chamber 6492; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 6052; Zerg_Spore_Colony 0; Zerg_Expansion 3118; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4356; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1334; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2138; Zerg_Extractor 4134; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2822; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4516; Zerg_Lair 6950; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1280; Zerg_Defiler_Mound 0; 
Zerg_Hive 15966; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2848; Zerg_Extractor 7200; Zerg_Creep_Colony 4288; Zerg_Evolution_Chamber 12466; Zerg_Queens_Nest 14854; Zerg_Sunken_Colony 4938; Zerg_Spore_Colony 0; Zerg_Expansion 2448; Zerg_Hydralisk_Den 8796; Zerg_Greater_Spire 0; Zerg_Expansion2 5394; Zerg_Lair 9890; Zerg_Ultralisk_Cavern 0; Zerg_Spire 14770; Zerg_Building_Overlord 1340; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2214; Zerg_Extractor 7248; Zerg_Creep_Colony 5304; Zerg_Evolution_Chamber 10412; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5672; Zerg_Spore_Colony 0; Zerg_Expansion 2950; Zerg_Hydralisk_Den 8384; Zerg_Greater_Spire 0; Zerg_Expansion2 4254; Zerg_Lair 9608; Zerg_Ultralisk_Cavern 0; Zerg_Spire 12070; Zerg_Building_Overlord 1258; Zerg_Defiler_Mound 0; 
Zerg_Hive 16298; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2834; Zerg_Extractor 6404; Zerg_Creep_Colony 4268; Zerg_Evolution_Chamber 9080; Zerg_Queens_Nest 15302; Zerg_Sunken_Colony 4638; Zerg_Spore_Colony 0; Zerg_Expansion 2406; Zerg_Hydralisk_Den 7770; Zerg_Greater_Spire 0; Zerg_Expansion2 5604; Zerg_Lair 8892; Zerg_Ultralisk_Cavern 18846; Zerg_Spire 10412; Zerg_Building_Overlord 1280; Zerg_Defiler_Mound 34746; 
Zerg_Hive 16338; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2910; Zerg_Extractor 4576; Zerg_Creep_Colony 5652; Zerg_Evolution_Chamber 8326; Zerg_Queens_Nest 15336; Zerg_Sunken_Colony 6144; Zerg_Spore_Colony 9108; Zerg_Expansion 2498; Zerg_Hydralisk_Den 7106; Zerg_Greater_Spire 0; Zerg_Expansion2 4140; Zerg_Lair 5916; Zerg_Ultralisk_Cavern 0; Zerg_Spire 12592; Zerg_Building_Overlord 1332; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1854; Zerg_Extractor 5006; Zerg_Creep_Colony 5506; Zerg_Evolution_Chamber 9868; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5886; Zerg_Spore_Colony 10594; Zerg_Expansion 3062; Zerg_Hydralisk_Den 7078; Zerg_Greater_Spire 0; Zerg_Expansion2 4194; Zerg_Lair 6328; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1322; Zerg_Defiler_Mound 0; 
Zerg_Hive 15102; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2286; Zerg_Extractor 6990; Zerg_Creep_Colony 5860; Zerg_Evolution_Chamber 11626; Zerg_Queens_Nest 14088; Zerg_Sunken_Colony 6232; Zerg_Spore_Colony 0; Zerg_Expansion 3022; Zerg_Hydralisk_Den 8288; Zerg_Greater_Spire 0; Zerg_Expansion2 4094; Zerg_Lair 9574; Zerg_Ultralisk_Cavern 18498; Zerg_Spire 13810; Zerg_Building_Overlord 1292; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2812; Zerg_Extractor 7524; Zerg_Creep_Colony 4704; Zerg_Evolution_Chamber 10032; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5078; Zerg_Spore_Colony 0; Zerg_Expansion 2402; Zerg_Hydralisk_Den 8692; Zerg_Greater_Spire 0; Zerg_Expansion2 3870; Zerg_Lair 9070; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1288; Zerg_Defiler_Mound 0; 
Zerg_Hive 22564; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2836; Zerg_Extractor 4730; Zerg_Creep_Colony 7410; Zerg_Evolution_Chamber 5560; Zerg_Queens_Nest 18088; Zerg_Sunken_Colony 7906; Zerg_Spore_Colony 10294; Zerg_Expansion 2414; Zerg_Hydralisk_Den 7486; Zerg_Greater_Spire 0; Zerg_Expansion2 4126; Zerg_Lair 6072; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1294; Zerg_Defiler_Mound 0; 
Zerg_Hive 11180; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2088; Zerg_Extractor 5408; Zerg_Creep_Colony 5766; Zerg_Evolution_Chamber 6710; Zerg_Queens_Nest 9798; Zerg_Sunken_Colony 6176; Zerg_Spore_Colony 0; Zerg_Expansion 3016; Zerg_Hydralisk_Den 8912; Zerg_Greater_Spire 0; Zerg_Expansion2 3944; Zerg_Lair 8094; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1268; Zerg_Defiler_Mound 0; 
Zerg_Hive 16018; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2858; Zerg_Extractor 5580; Zerg_Creep_Colony 6806; Zerg_Evolution_Chamber 8322; Zerg_Queens_Nest 14992; Zerg_Sunken_Colony 7308; Zerg_Spore_Colony 26538; Zerg_Expansion 2402; Zerg_Hydralisk_Den 6694; Zerg_Greater_Spire 0; Zerg_Expansion2 4060; Zerg_Lair 8260; Zerg_Ultralisk_Cavern 20362; Zerg_Spire 12062; Zerg_Building_Overlord 1312; Zerg_Defiler_Mound 0; 
Zerg_Hive 16836; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2850; Zerg_Extractor 6390; Zerg_Creep_Colony 4554; Zerg_Evolution_Chamber 8616; Zerg_Queens_Nest 15774; Zerg_Sunken_Colony 4942; Zerg_Spore_Colony 9280; Zerg_Expansion 2468; Zerg_Hydralisk_Den 9216; Zerg_Greater_Spire 0; Zerg_Expansion2 6188; Zerg_Lair 8458; Zerg_Ultralisk_Cavern 26148; Zerg_Spire 11722; Zerg_Building_Overlord 1328; Zerg_Defiler_Mound 0; 
Zerg_Hive 17486; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2952; Zerg_Extractor 7338; Zerg_Creep_Colony 6830; Zerg_Evolution_Chamber 10744; Zerg_Queens_Nest 16376; Zerg_Sunken_Colony 7598; Zerg_Spore_Colony 11452; Zerg_Expansion 2500; Zerg_Hydralisk_Den 8704; Zerg_Greater_Spire 0; Zerg_Expansion2 4588; Zerg_Lair 12018; Zerg_Ultralisk_Cavern 22108; Zerg_Spire 18762; Zerg_Building_Overlord 1330; Zerg_Defiler_Mound 31360; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2856; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2456; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1330; Zerg_Defiler_Mound 0; 
Zerg_Hive 13744; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2816; Zerg_Extractor 4526; Zerg_Creep_Colony 8690; Zerg_Evolution_Chamber 5284; Zerg_Queens_Nest 12666; Zerg_Sunken_Colony 9104; Zerg_Spore_Colony 0; Zerg_Expansion 2404; Zerg_Hydralisk_Den 7630; Zerg_Greater_Spire 0; Zerg_Expansion2 3850; Zerg_Lair 6638; Zerg_Ultralisk_Cavern 16442; Zerg_Spire 16498; Zerg_Building_Overlord 1334; Zerg_Defiler_Mound 23684; 
Zerg_Hive 12086; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1800; Zerg_Extractor 4942; Zerg_Creep_Colony 8220; Zerg_Evolution_Chamber 5646; Zerg_Queens_Nest 11108; Zerg_Sunken_Colony 9060; Zerg_Spore_Colony 0; Zerg_Expansion 2958; Zerg_Hydralisk_Den 8174; Zerg_Greater_Spire 0; Zerg_Expansion2 3858; Zerg_Lair 7450; Zerg_Ultralisk_Cavern 17720; Zerg_Spire 17090; Zerg_Building_Overlord 1302; Zerg_Defiler_Mound 22714; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3010; Zerg_Extractor 3756; Zerg_Creep_Colony 4080; Zerg_Evolution_Chamber 11480; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 4502; Zerg_Spore_Colony 12170; Zerg_Expansion 2556; Zerg_Hydralisk_Den 11852; Zerg_Greater_Spire 0; Zerg_Expansion2 9980; Zerg_Lair 8654; Zerg_Ultralisk_Cavern 0; Zerg_Spire 10310; Zerg_Building_Overlord 1454; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2062; Zerg_Extractor 2400; Zerg_Creep_Colony 7308; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7732; Zerg_Spore_Colony 0; Zerg_Expansion 4344; Zerg_Hydralisk_Den 8172; Zerg_Greater_Spire 0; Zerg_Expansion2 5618; Zerg_Lair 6862; Zerg_Ultralisk_Cavern 0; Zerg_Spire 8458; Zerg_Building_Overlord 1318; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1846; Zerg_Extractor 2346; Zerg_Creep_Colony 6640; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7104; Zerg_Spore_Colony 0; Zerg_Expansion 3932; Zerg_Hydralisk_Den 6116; Zerg_Greater_Spire 0; Zerg_Expansion2 4248; Zerg_Lair 5226; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1320; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 1594; Zerg_Extractor 2082; Zerg_Creep_Colony 6306; Zerg_Evolution_Chamber 21026; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 6684; Zerg_Spore_Colony 0; Zerg_Expansion 3198; Zerg_Hydralisk_Den 4814; Zerg_Greater_Spire 0; Zerg_Expansion2 18864; Zerg_Lair 9078; Zerg_Ultralisk_Cavern 0; Zerg_Spire 10652; Zerg_Building_Overlord 1932; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1562; Zerg_Extractor 1844; Zerg_Creep_Colony 6402; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7698; Zerg_Spore_Colony 0; Zerg_Expansion 4422; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 5614; Zerg_Lair 7436; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2090; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2212; Zerg_Extractor 7306; Zerg_Creep_Colony 7070; Zerg_Evolution_Chamber 6576; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 9502; Zerg_Spore_Colony 7448; Zerg_Expansion 3224; Zerg_Hydralisk_Den 8634; Zerg_Greater_Spire 0; Zerg_Expansion2 4402; Zerg_Lair 9438; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1278; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2858; Zerg_Extractor 0; Zerg_Creep_Colony 4352; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5076; Zerg_Spore_Colony 0; Zerg_Expansion 2474; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1274; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1794; Zerg_Extractor 4570; Zerg_Creep_Colony 5658; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 6130; Zerg_Spore_Colony 0; Zerg_Expansion 3444; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4514; Zerg_Lair 5846; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1314; Zerg_Defiler_Mound 0; 
Zerg_Hive 14490; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2902; Zerg_Extractor 4828; Zerg_Creep_Colony 8090; Zerg_Evolution_Chamber 13066; Zerg_Queens_Nest 13310; Zerg_Sunken_Colony 8510; Zerg_Spore_Colony 0; Zerg_Expansion 2478; Zerg_Hydralisk_Den 5908; Zerg_Greater_Spire 0; Zerg_Expansion2 3924; Zerg_Lair 7310; Zerg_Ultralisk_Cavern 21704; Zerg_Spire 11294; Zerg_Building_Overlord 1318; Zerg_Defiler_Mound 0; 
Zerg_Hive 15584; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2874; Zerg_Extractor 6994; Zerg_Creep_Colony 4356; Zerg_Evolution_Chamber 5784; Zerg_Queens_Nest 14248; Zerg_Sunken_Colony 4802; Zerg_Spore_Colony 6646; Zerg_Expansion 2432; Zerg_Hydralisk_Den 9558; Zerg_Greater_Spire 0; Zerg_Expansion2 5488; Zerg_Lair 8952; Zerg_Ultralisk_Cavern 19896; Zerg_Spire 10516; Zerg_Building_Overlord 1304; Zerg_Defiler_Mound 33584; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 2216; Zerg_Extractor 4802; Zerg_Creep_Colony 5672; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 6070; Zerg_Spore_Colony 0; Zerg_Expansion 3046; Zerg_Hydralisk_Den 6230; Zerg_Greater_Spire 0; Zerg_Expansion2 3956; Zerg_Lair 7390; Zerg_Ultralisk_Cavern 0; Zerg_Spire 9090; Zerg_Building_Overlord 1316; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2242; Zerg_Extractor 4608; Zerg_Creep_Colony 5098; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5464; Zerg_Spore_Colony 0; Zerg_Expansion 3204; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4202; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1368; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 1578; Zerg_Extractor 1878; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4490; Zerg_Hydralisk_Den 7228; Zerg_Greater_Spire 0; Zerg_Expansion2 6018; Zerg_Lair 10868; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2122; Zerg_Defiler_Mound 0; 
