Protoss_Pylon2 127; Protoss_Pylon 54; Protoss_Opening ReaverDrop; Protoss_Assimilator 245; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 525; Protoss_Expansion 636; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 460; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 102; Protoss_Forge 662; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 248; 
Protoss_Pylon2 186; Protoss_Pylon 55; Protoss_Opening FastExpand; Protoss_Assimilator 171; Protoss_Gateway 158; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 134; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 385; Protoss_Fleet_Beacon 0; Protoss_Stargate 281; Protoss_Citadel_of_Adun 284; Protoss_Gateway2 317; Protoss_Forge 148; Protoss_Templar_Archives 464; Protoss_Photon_Cannon 196; Protoss_Cybernetics_Core 222; 
Protoss_Pylon2 240; Protoss_Pylon 65; Protoss_Opening FastExpand; Protoss_Assimilator 196; Protoss_Gateway 170; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 129; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 426; Protoss_Fleet_Beacon 0; Protoss_Stargate 266; Protoss_Citadel_of_Adun 297; Protoss_Gateway2 330; Protoss_Forge 155; Protoss_Templar_Archives 349; Protoss_Photon_Cannon 187; Protoss_Cybernetics_Core 214; 
Protoss_Pylon2 121; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 448; Protoss_Gateway 73; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 379; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 675; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 533; Protoss_Gateway2 98; Protoss_Forge 282; Protoss_Templar_Archives 600; Protoss_Photon_Cannon 311; Protoss_Cybernetics_Core 487; 
Protoss_Pylon2 146; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 203; Protoss_Gateway 168; Protoss_Robotics_Support_Bay 374; Protoss_Expansion 116; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 315; Protoss_Fleet_Beacon 0; Protoss_Stargate 274; Protoss_Citadel_of_Adun 424; Protoss_Gateway2 476; Protoss_Forge 149; Protoss_Templar_Archives 568; Protoss_Photon_Cannon 182; Protoss_Cybernetics_Core 229; 
Protoss_Pylon2 245; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 207; Protoss_Gateway 161; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 125; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 315; Protoss_Citadel_of_Adun 318; Protoss_Gateway2 388; Protoss_Forge 156; Protoss_Templar_Archives 366; Protoss_Photon_Cannon 186; Protoss_Cybernetics_Core 263; 
Protoss_Pylon2 132; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 304; Protoss_Gateway 82; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 279; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 574; Protoss_Fleet_Beacon 0; Protoss_Stargate 374; Protoss_Citadel_of_Adun 430; Protoss_Gateway2 109; Protoss_Forge 287; Protoss_Templar_Archives 486; Protoss_Photon_Cannon 327; Protoss_Cybernetics_Core 314; 
Protoss_Pylon2 125; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 73; Protoss_Gateway 148; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 329; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 397; Protoss_Forge 94; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 367; 
Protoss_Pylon2 203; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 214; Protoss_Gateway 167; Protoss_Robotics_Support_Bay 507; Protoss_Expansion 152; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 447; Protoss_Fleet_Beacon 0; Protoss_Stargate 284; Protoss_Citadel_of_Adun 568; Protoss_Gateway2 379; Protoss_Forge 90; Protoss_Templar_Archives 611; Protoss_Photon_Cannon 136; Protoss_Cybernetics_Core 231; 
Protoss_Pylon2 187; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 251; Protoss_Gateway 164; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 130; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 533; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 329; Protoss_Gateway2 357; Protoss_Forge 148; Protoss_Templar_Archives 387; Protoss_Photon_Cannon 177; Protoss_Cybernetics_Core 286; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 163; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 190; Protoss_Gateway 156; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 136; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 280; Protoss_Citadel_of_Adun 316; Protoss_Gateway2 360; Protoss_Forge 78; Protoss_Templar_Archives 358; Protoss_Photon_Cannon 178; Protoss_Cybernetics_Core 209; 
Protoss_Pylon2 112; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 245; Protoss_Gateway 232; Protoss_Robotics_Support_Bay 790; Protoss_Expansion 186; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 404; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 340; Protoss_Gateway2 241; Protoss_Forge 96; Protoss_Templar_Archives 476; Protoss_Photon_Cannon 142; Protoss_Cybernetics_Core 290; 
Protoss_Pylon2 103; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 182; Protoss_Gateway 172; Protoss_Robotics_Support_Bay 762; Protoss_Expansion 124; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 457; Protoss_Fleet_Beacon 1092; Protoss_Stargate 262; Protoss_Citadel_of_Adun 276; Protoss_Gateway2 321; Protoss_Forge 133; Protoss_Templar_Archives 320; Protoss_Photon_Cannon 162; Protoss_Cybernetics_Core 217; 
Protoss_Pylon2 99; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 206; Protoss_Gateway 200; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 128; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 545; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 290; Protoss_Gateway2 324; Protoss_Forge 143; Protoss_Templar_Archives 376; Protoss_Photon_Cannon 179; Protoss_Cybernetics_Core 246; 
Protoss_Pylon2 170; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 194; Protoss_Gateway 155; Protoss_Robotics_Support_Bay 369; Protoss_Expansion 119; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 307; Protoss_Fleet_Beacon 0; Protoss_Stargate 283; Protoss_Citadel_of_Adun 333; Protoss_Gateway2 386; Protoss_Forge 139; Protoss_Templar_Archives 380; Protoss_Photon_Cannon 178; Protoss_Cybernetics_Core 239; 
Protoss_Pylon2 165; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 175; Protoss_Gateway 152; Protoss_Robotics_Support_Bay 394; Protoss_Expansion 120; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 323; Protoss_Fleet_Beacon 0; Protoss_Stargate 304; Protoss_Citadel_of_Adun 592; Protoss_Gateway2 628; Protoss_Forge 143; Protoss_Templar_Archives 651; Protoss_Photon_Cannon 194; Protoss_Cybernetics_Core 243; 
Protoss_Pylon2 168; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 207; Protoss_Gateway 155; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 120; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 294; Protoss_Citadel_of_Adun 329; Protoss_Gateway2 327; Protoss_Forge 140; Protoss_Templar_Archives 385; Protoss_Photon_Cannon 184; Protoss_Cybernetics_Core 243; 
Protoss_Pylon2 0; Protoss_Pylon 0; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 0; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 116; Protoss_Pylon 49; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 72; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 95; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 162; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 241; Protoss_Gateway 223; Protoss_Robotics_Support_Bay 1211; Protoss_Expansion 125; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 359; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 310; Protoss_Gateway2 311; Protoss_Forge 144; Protoss_Templar_Archives 355; Protoss_Photon_Cannon 182; Protoss_Cybernetics_Core 267; 
Protoss_Pylon2 157; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 193; Protoss_Gateway 180; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 146; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 455; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 298; Protoss_Gateway2 217; Protoss_Forge 80; Protoss_Templar_Archives 344; Protoss_Photon_Cannon 165; Protoss_Cybernetics_Core 238; 
Protoss_Pylon2 111; Protoss_Pylon 64; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 88; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 346; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 176; Protoss_Pylon 53; Protoss_Opening FastExpand; Protoss_Assimilator 168; Protoss_Gateway 157; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 123; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 450; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 277; Protoss_Gateway2 304; Protoss_Forge 141; Protoss_Templar_Archives 372; Protoss_Photon_Cannon 187; Protoss_Cybernetics_Core 218; 
Protoss_Pylon2 146; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 174; Protoss_Gateway 134; Protoss_Robotics_Support_Bay 790; Protoss_Expansion 119; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 473; Protoss_Fleet_Beacon 0; Protoss_Stargate 251; Protoss_Citadel_of_Adun 275; Protoss_Gateway2 293; Protoss_Forge 161; Protoss_Templar_Archives 317; Protoss_Photon_Cannon 194; Protoss_Cybernetics_Core 204; 
Protoss_Pylon2 138; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 201; Protoss_Gateway 196; Protoss_Robotics_Support_Bay 872; Protoss_Expansion 120; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 397; Protoss_Fleet_Beacon 0; Protoss_Stargate 288; Protoss_Citadel_of_Adun 293; Protoss_Gateway2 324; Protoss_Forge 153; Protoss_Templar_Archives 400; Protoss_Photon_Cannon 186; Protoss_Cybernetics_Core 242; 
Protoss_Pylon2 128; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 307; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 216; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 385; Protoss_Gateway2 104; Protoss_Forge 356; Protoss_Templar_Archives 430; Protoss_Photon_Cannon 398; Protoss_Cybernetics_Core 316; 
Protoss_Pylon2 128; Protoss_Pylon 53; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 103; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 0; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 176; Protoss_Gateway 149; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 120; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 136; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 166; Protoss_Cybernetics_Core 204; 
Protoss_Pylon2 199; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 184; Protoss_Gateway 175; Protoss_Robotics_Support_Bay 654; Protoss_Expansion 166; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 533; Protoss_Fleet_Beacon 0; Protoss_Stargate 265; Protoss_Citadel_of_Adun 295; Protoss_Gateway2 317; Protoss_Forge 101; Protoss_Templar_Archives 344; Protoss_Photon_Cannon 133; Protoss_Cybernetics_Core 218; 
Protoss_Pylon2 226; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 161; Protoss_Gateway 153; Protoss_Robotics_Support_Bay 940; Protoss_Expansion 121; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 426; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 292; Protoss_Gateway2 294; Protoss_Forge 140; Protoss_Templar_Archives 367; Protoss_Photon_Cannon 173; Protoss_Cybernetics_Core 247; 
Protoss_Pylon2 173; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 256; Protoss_Gateway 245; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 117; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 467; Protoss_Fleet_Beacon 0; Protoss_Stargate 333; Protoss_Citadel_of_Adun 340; Protoss_Gateway2 357; Protoss_Forge 152; Protoss_Templar_Archives 391; Protoss_Photon_Cannon 181; Protoss_Cybernetics_Core 290; 
Protoss_Pylon2 121; Protoss_Pylon 47; Protoss_Opening FastLegs; Protoss_Assimilator 98; Protoss_Gateway 72; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 211; Protoss_Gateway2 242; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 163; 
Protoss_Pylon2 101; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 202; Protoss_Gateway 192; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 131; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 612; Protoss_Fleet_Beacon 0; Protoss_Stargate 290; Protoss_Citadel_of_Adun 302; Protoss_Gateway2 320; Protoss_Forge 141; Protoss_Templar_Archives 354; Protoss_Photon_Cannon 174; Protoss_Cybernetics_Core 243; 
Protoss_Pylon2 132; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 186; Protoss_Gateway 172; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 120; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 471; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 313; Protoss_Gateway2 322; Protoss_Forge 153; Protoss_Templar_Archives 366; Protoss_Photon_Cannon 200; Protoss_Cybernetics_Core 267; 
Protoss_Pylon2 125; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 221; Protoss_Gateway 210; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 176; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 295; Protoss_Gateway2 0; Protoss_Forge 95; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 136; Protoss_Cybernetics_Core 254; 
Protoss_Pylon2 157; Protoss_Pylon 52; Protoss_Opening FastExpand; Protoss_Assimilator 197; Protoss_Gateway 187; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 139; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 393; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 302; Protoss_Gateway2 313; Protoss_Forge 80; Protoss_Templar_Archives 359; Protoss_Photon_Cannon 166; Protoss_Cybernetics_Core 249; 
Protoss_Pylon2 125; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 285; Protoss_Gateway 78; Protoss_Robotics_Support_Bay 861; Protoss_Expansion 280; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 508; Protoss_Fleet_Beacon 0; Protoss_Stargate 1204; Protoss_Citadel_of_Adun 357; Protoss_Gateway2 96; Protoss_Forge 189; Protoss_Templar_Archives 407; Protoss_Photon_Cannon 221; Protoss_Cybernetics_Core 293; 
Protoss_Pylon2 130; Protoss_Pylon 50; Protoss_Opening FastLegs; Protoss_Assimilator 101; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 228; Protoss_Gateway2 263; Protoss_Forge 183; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 215; Protoss_Cybernetics_Core 160; 
Protoss_Pylon2 128; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 264; Protoss_Gateway 81; Protoss_Robotics_Support_Bay 987; Protoss_Expansion 232; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 668; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 342; Protoss_Gateway2 103; Protoss_Forge 259; Protoss_Templar_Archives 386; Protoss_Photon_Cannon 292; Protoss_Cybernetics_Core 287; 
Protoss_Pylon2 202; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 191; Protoss_Gateway 181; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 134; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 910; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 286; Protoss_Gateway2 291; Protoss_Forge 82; Protoss_Templar_Archives 428; Protoss_Photon_Cannon 146; Protoss_Cybernetics_Core 230; 
Protoss_Pylon2 116; Protoss_Pylon 48; Protoss_Opening FastExpand; Protoss_Assimilator 323; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 285; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 0; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 227; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 167; Protoss_Gateway 153; Protoss_Robotics_Support_Bay 342; Protoss_Expansion 122; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 287; Protoss_Fleet_Beacon 471; Protoss_Stargate 244; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 558; Protoss_Forge 134; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 180; Protoss_Cybernetics_Core 200; 
Protoss_Pylon2 125; Protoss_Pylon 54; Protoss_Opening Carrier; Protoss_Assimilator 100; Protoss_Gateway 77; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 355; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 571; Protoss_Fleet_Beacon 0; Protoss_Stargate 200; Protoss_Citadel_of_Adun 245; Protoss_Gateway2 486; Protoss_Forge 247; Protoss_Templar_Archives 289; Protoss_Photon_Cannon 301; Protoss_Cybernetics_Core 155; 
Protoss_Pylon2 156; Protoss_Pylon 50; Protoss_Opening Carrier; Protoss_Assimilator 93; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 173; Protoss_Citadel_of_Adun 236; Protoss_Gateway2 252; Protoss_Forge 335; Protoss_Templar_Archives 295; Protoss_Photon_Cannon 448; Protoss_Cybernetics_Core 123; 
Protoss_Pylon2 122; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 274; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 266; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 626; Protoss_Fleet_Beacon 0; Protoss_Stargate 358; Protoss_Citadel_of_Adun 390; Protoss_Gateway2 101; Protoss_Forge 290; Protoss_Templar_Archives 439; Protoss_Photon_Cannon 332; Protoss_Cybernetics_Core 307; 
Protoss_Pylon2 134; Protoss_Pylon 49; Protoss_Opening Unknown; Protoss_Assimilator 0; Protoss_Gateway 179; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 0; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 77; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 110; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 145; Protoss_Pylon 47; Protoss_Opening FastExpand; Protoss_Assimilator 262; Protoss_Gateway 248; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 215; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 450; Protoss_Fleet_Beacon 1176; Protoss_Stargate 641; Protoss_Citadel_of_Adun 348; Protoss_Gateway2 322; Protoss_Forge 79; Protoss_Templar_Archives 426; Protoss_Photon_Cannon 121; Protoss_Cybernetics_Core 294; 
Protoss_Pylon2 127; Protoss_Pylon 54; Protoss_Opening FastExpand; Protoss_Assimilator 306; Protoss_Gateway 83; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 262; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 637; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 415; Protoss_Gateway2 467; Protoss_Forge 167; Protoss_Templar_Archives 459; Protoss_Photon_Cannon 213; Protoss_Cybernetics_Core 363; 
Protoss_Pylon2 167; Protoss_Pylon 49; Protoss_Opening FastExpand; Protoss_Assimilator 184; Protoss_Gateway 156; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 141; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 411; Protoss_Fleet_Beacon 0; Protoss_Stargate 287; Protoss_Citadel_of_Adun 300; Protoss_Gateway2 323; Protoss_Forge 91; Protoss_Templar_Archives 355; Protoss_Photon_Cannon 178; Protoss_Cybernetics_Core 244; 
Protoss_Pylon2 194; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 185; Protoss_Gateway 179; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 165; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 535; Protoss_Fleet_Beacon 0; Protoss_Stargate 262; Protoss_Citadel_of_Adun 333; Protoss_Gateway2 420; Protoss_Forge 105; Protoss_Templar_Archives 496; Protoss_Photon_Cannon 135; Protoss_Cybernetics_Core 220; 
Protoss_Pylon2 164; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 223; Protoss_Gateway 139; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 125; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 597; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 314; Protoss_Gateway2 320; Protoss_Forge 156; Protoss_Templar_Archives 384; Protoss_Photon_Cannon 196; Protoss_Cybernetics_Core 262; 
Protoss_Pylon2 125; Protoss_Pylon 50; Protoss_Opening FastExpand; Protoss_Assimilator 213; Protoss_Gateway 79; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 291; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 0; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 104; Protoss_Forge 296; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 0; Protoss_Cybernetics_Core 0; 
Protoss_Pylon2 165; Protoss_Pylon 51; Protoss_Opening FastExpand; Protoss_Assimilator 197; Protoss_Gateway 156; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 130; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 503; Protoss_Fleet_Beacon 0; Protoss_Stargate 300; Protoss_Citadel_of_Adun 316; Protoss_Gateway2 323; Protoss_Forge 144; Protoss_Templar_Archives 392; Protoss_Photon_Cannon 188; Protoss_Cybernetics_Core 247; 
Protoss_Pylon2 123; Protoss_Pylon 44; Protoss_Opening FastExpand; Protoss_Assimilator 197; Protoss_Gateway 76; Protoss_Robotics_Support_Bay 0; Protoss_Expansion 166; Protoss_Arbiter_Tribunal 0; Protoss_Robotics_Facility 0; Protoss_Fleet_Beacon 0; Protoss_Stargate 350; Protoss_Citadel_of_Adun 0; Protoss_Gateway2 0; Protoss_Forge 216; Protoss_Templar_Archives 0; Protoss_Photon_Cannon 253; Protoss_Cybernetics_Core 281; 
