Zerg_Hive 1074; Zerg_Opening unknown; Zerg_Spawning_Pool 125; Zerg_Extractor 263; Zerg_Creep_Colony 180; Zerg_Evolution_Chamber 526; Zerg_Queens_Nest 872; Zerg_Sunken_Colony 221; Zerg_Spore_Colony 0; Zerg_Expansion 99; Zerg_Hydralisk_Den 308; Zerg_Greater_Spire 0; Zerg_Expansion2 251; Zerg_Lair 597; Zerg_Ultralisk_Cavern 0; Zerg_Spire 662; Zerg_Building_Overlord 50; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 129; Zerg_Extractor 185; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 218; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 98; Zerg_Hydralisk_Den 320; Zerg_Greater_Spire 0; Zerg_Expansion2 173; Zerg_Lair 278; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 481; Zerg_Opening speedlings; Zerg_Spawning_Pool 88; Zerg_Extractor 246; Zerg_Creep_Colony 345; Zerg_Evolution_Chamber 290; Zerg_Queens_Nest 437; Zerg_Sunken_Colony 364; Zerg_Spore_Colony 0; Zerg_Expansion 142; Zerg_Hydralisk_Den 390; Zerg_Greater_Spire 0; Zerg_Expansion2 174; Zerg_Lair 352; Zerg_Ultralisk_Cavern 818; Zerg_Spire 736; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 540; Zerg_Opening speedlings; Zerg_Spawning_Pool 120; Zerg_Extractor 221; Zerg_Creep_Colony 386; Zerg_Evolution_Chamber 254; Zerg_Queens_Nest 493; Zerg_Sunken_Colony 407; Zerg_Spore_Colony 1056; Zerg_Expansion 107; Zerg_Hydralisk_Den 339; Zerg_Greater_Spire 0; Zerg_Expansion2 165; Zerg_Lair 308; Zerg_Ultralisk_Cavern 624; Zerg_Spire 538; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 680; Zerg_Opening speedlings; Zerg_Spawning_Pool 119; Zerg_Extractor 256; Zerg_Creep_Colony 290; Zerg_Evolution_Chamber 357; Zerg_Queens_Nest 599; Zerg_Sunken_Colony 311; Zerg_Spore_Colony 0; Zerg_Expansion 128; Zerg_Hydralisk_Den 309; Zerg_Greater_Spire 0; Zerg_Expansion2 172; Zerg_Lair 442; Zerg_Ultralisk_Cavern 0; Zerg_Spire 601; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 118; Zerg_Extractor 177; Zerg_Creep_Colony 251; Zerg_Evolution_Chamber 211; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 271; Zerg_Spore_Colony 372; Zerg_Expansion 111; Zerg_Hydralisk_Den 381; Zerg_Greater_Spire 0; Zerg_Expansion2 119; Zerg_Lair 340; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 761; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 189; Zerg_Creep_Colony 389; Zerg_Evolution_Chamber 225; Zerg_Queens_Nest 713; Zerg_Sunken_Colony 414; Zerg_Spore_Colony 412; Zerg_Expansion 97; Zerg_Hydralisk_Den 330; Zerg_Greater_Spire 0; Zerg_Expansion2 168; Zerg_Lair 279; Zerg_Ultralisk_Cavern 907; Zerg_Spire 475; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 126; Zerg_Extractor 171; Zerg_Creep_Colony 386; Zerg_Evolution_Chamber 214; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 516; Zerg_Spore_Colony 413; Zerg_Expansion 100; Zerg_Hydralisk_Den 318; Zerg_Greater_Spire 0; Zerg_Expansion2 168; Zerg_Lair 287; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 0; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 0; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 0; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 119; Zerg_Extractor 0; Zerg_Creep_Colony 182; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 225; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 506; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 182; Zerg_Creep_Colony 349; Zerg_Evolution_Chamber 215; Zerg_Queens_Nest 428; Zerg_Sunken_Colony 369; Zerg_Spore_Colony 894; Zerg_Expansion 97; Zerg_Hydralisk_Den 310; Zerg_Greater_Spire 0; Zerg_Expansion2 112; Zerg_Lair 259; Zerg_Ultralisk_Cavern 651; Zerg_Spire 560; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 915; 
Zerg_Hive 568; Zerg_Opening unknown; Zerg_Spawning_Pool 120; Zerg_Extractor 278; Zerg_Creep_Colony 274; Zerg_Evolution_Chamber 355; Zerg_Queens_Nest 526; Zerg_Sunken_Colony 295; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 324; Zerg_Greater_Spire 0; Zerg_Expansion2 177; Zerg_Lair 381; Zerg_Ultralisk_Cavern 863; Zerg_Spire 629; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 746; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 93; Zerg_Extractor 95; Zerg_Creep_Colony 128; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 146; Zerg_Spore_Colony 0; Zerg_Expansion 213; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 260; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 52; Zerg_Defiler_Mound 0; 
Zerg_Hive 523; Zerg_Opening speedlings; Zerg_Spawning_Pool 130; Zerg_Extractor 192; Zerg_Creep_Colony 264; Zerg_Evolution_Chamber 224; Zerg_Queens_Nest 477; Zerg_Sunken_Colony 282; Zerg_Spore_Colony 852; Zerg_Expansion 101; Zerg_Hydralisk_Den 317; Zerg_Greater_Spire 0; Zerg_Expansion2 168; Zerg_Lair 280; Zerg_Ultralisk_Cavern 660; Zerg_Spire 537; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 807; 
Zerg_Hive 524; Zerg_Opening lurkers; Zerg_Spawning_Pool 130; Zerg_Extractor 194; Zerg_Creep_Colony 254; Zerg_Evolution_Chamber 224; Zerg_Queens_Nest 473; Zerg_Sunken_Colony 280; Zerg_Spore_Colony 451; Zerg_Expansion 100; Zerg_Hydralisk_Den 290; Zerg_Greater_Spire 0; Zerg_Expansion2 170; Zerg_Lair 285; Zerg_Ultralisk_Cavern 844; Zerg_Spire 559; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 740; 
Zerg_Hive 478; Zerg_Opening unknown; Zerg_Spawning_Pool 125; Zerg_Extractor 180; Zerg_Creep_Colony 266; Zerg_Evolution_Chamber 215; Zerg_Queens_Nest 410; Zerg_Sunken_Colony 286; Zerg_Spore_Colony 415; Zerg_Expansion 90; Zerg_Hydralisk_Den 316; Zerg_Greater_Spire 0; Zerg_Expansion2 167; Zerg_Lair 271; Zerg_Ultralisk_Cavern 654; Zerg_Spire 547; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening hydras; Zerg_Spawning_Pool 121; Zerg_Extractor 288; Zerg_Creep_Colony 184; Zerg_Evolution_Chamber 490; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 198; Zerg_Spore_Colony 0; Zerg_Expansion 105; Zerg_Hydralisk_Den 347; Zerg_Greater_Spire 0; Zerg_Expansion2 220; Zerg_Lair 579; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 98; Zerg_Extractor 100; Zerg_Creep_Colony 181; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 201; Zerg_Spore_Colony 0; Zerg_Expansion 141; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 125; Zerg_Extractor 190; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 226; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 96; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 165; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 505; Zerg_Opening speedlings; Zerg_Spawning_Pool 79; Zerg_Extractor 231; Zerg_Creep_Colony 320; Zerg_Evolution_Chamber 263; Zerg_Queens_Nest 461; Zerg_Sunken_Colony 341; Zerg_Spore_Colony 384; Zerg_Expansion 124; Zerg_Hydralisk_Den 334; Zerg_Greater_Spire 0; Zerg_Expansion2 168; Zerg_Lair 314; Zerg_Ultralisk_Cavern 636; Zerg_Spire 416; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
Zerg_Hive 544; Zerg_Opening speedlings; Zerg_Spawning_Pool 124; Zerg_Extractor 183; Zerg_Creep_Colony 255; Zerg_Evolution_Chamber 222; Zerg_Queens_Nest 492; Zerg_Sunken_Colony 272; Zerg_Spore_Colony 0; Zerg_Expansion 95; Zerg_Hydralisk_Den 283; Zerg_Greater_Spire 0; Zerg_Expansion2 162; Zerg_Lair 279; Zerg_Ultralisk_Cavern 623; Zerg_Spire 546; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 927; 
Zerg_Hive 611; Zerg_Opening speedlings; Zerg_Spawning_Pool 97; Zerg_Extractor 223; Zerg_Creep_Colony 350; Zerg_Evolution_Chamber 261; Zerg_Queens_Nest 568; Zerg_Sunken_Colony 365; Zerg_Spore_Colony 434; Zerg_Expansion 128; Zerg_Hydralisk_Den 360; Zerg_Greater_Spire 0; Zerg_Expansion2 184; Zerg_Lair 312; Zerg_Ultralisk_Cavern 0; Zerg_Spire 592; Zerg_Building_Overlord 52; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 118; Zerg_Extractor 241; Zerg_Creep_Colony 178; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 196; Zerg_Spore_Colony 0; Zerg_Expansion 99; Zerg_Hydralisk_Den 292; Zerg_Greater_Spire 0; Zerg_Expansion2 275; Zerg_Lair 353; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 601; Zerg_Opening speedlings; Zerg_Spawning_Pool 108; Zerg_Extractor 171; Zerg_Creep_Colony 419; Zerg_Evolution_Chamber 213; Zerg_Queens_Nest 536; Zerg_Sunken_Colony 437; Zerg_Spore_Colony 916; Zerg_Expansion 134; Zerg_Hydralisk_Den 329; Zerg_Greater_Spire 0; Zerg_Expansion2 196; Zerg_Lair 292; Zerg_Ultralisk_Cavern 802; Zerg_Spire 653; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 488; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 191; Zerg_Creep_Colony 285; Zerg_Evolution_Chamber 237; Zerg_Queens_Nest 432; Zerg_Sunken_Colony 304; Zerg_Spore_Colony 0; Zerg_Expansion 97; Zerg_Hydralisk_Den 339; Zerg_Greater_Spire 0; Zerg_Expansion2 175; Zerg_Lair 288; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 77; Zerg_Extractor 142; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 136; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 155; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 478; Zerg_Opening unknown; Zerg_Spawning_Pool 125; Zerg_Extractor 184; Zerg_Creep_Colony 308; Zerg_Evolution_Chamber 216; Zerg_Queens_Nest 418; Zerg_Sunken_Colony 327; Zerg_Spore_Colony 0; Zerg_Expansion 97; Zerg_Hydralisk_Den 315; Zerg_Greater_Spire 0; Zerg_Expansion2 170; Zerg_Lair 281; Zerg_Ultralisk_Cavern 0; Zerg_Spire 563; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 618; Zerg_Opening speedlings; Zerg_Spawning_Pool 92; Zerg_Extractor 142; Zerg_Creep_Colony 286; Zerg_Evolution_Chamber 304; Zerg_Queens_Nest 571; Zerg_Sunken_Colony 305; Zerg_Spore_Colony 939; Zerg_Expansion 127; Zerg_Hydralisk_Den 402; Zerg_Greater_Spire 0; Zerg_Expansion2 233; Zerg_Lair 358; Zerg_Ultralisk_Cavern 756; Zerg_Spire 589; Zerg_Building_Overlord 58; Zerg_Defiler_Mound 1064; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 93; Zerg_Extractor 240; Zerg_Creep_Colony 269; Zerg_Evolution_Chamber 259; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 319; Zerg_Spore_Colony 287; Zerg_Expansion 127; Zerg_Hydralisk_Den 324; Zerg_Greater_Spire 0; Zerg_Expansion2 158; Zerg_Lair 317; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 832; Zerg_Opening mutas; Zerg_Spawning_Pool 91; Zerg_Extractor 216; Zerg_Creep_Colony 207; Zerg_Evolution_Chamber 443; Zerg_Queens_Nest 789; Zerg_Sunken_Colony 222; Zerg_Spore_Colony 920; Zerg_Expansion 125; Zerg_Hydralisk_Den 433; Zerg_Greater_Spire 0; Zerg_Expansion2 156; Zerg_Lair 268; Zerg_Ultralisk_Cavern 910; Zerg_Spire 333; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 970; Zerg_Opening mutas; Zerg_Spawning_Pool 91; Zerg_Extractor 183; Zerg_Creep_Colony 258; Zerg_Evolution_Chamber 354; Zerg_Queens_Nest 872; Zerg_Sunken_Colony 279; Zerg_Spore_Colony 0; Zerg_Expansion 138; Zerg_Hydralisk_Den 611; Zerg_Greater_Spire 0; Zerg_Expansion2 180; Zerg_Lair 244; Zerg_Ultralisk_Cavern 1058; Zerg_Spire 307; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 94; Zerg_Extractor 182; Zerg_Creep_Colony 216; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 234; Zerg_Spore_Colony 0; Zerg_Expansion 129; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 170; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 57; Zerg_Defiler_Mound 0; 
Zerg_Hive 635; Zerg_Opening speedlings; Zerg_Spawning_Pool 125; Zerg_Extractor 194; Zerg_Creep_Colony 329; Zerg_Evolution_Chamber 227; Zerg_Queens_Nest 586; Zerg_Sunken_Colony 346; Zerg_Spore_Colony 601; Zerg_Expansion 97; Zerg_Hydralisk_Den 283; Zerg_Greater_Spire 0; Zerg_Expansion2 160; Zerg_Lair 315; Zerg_Ultralisk_Cavern 718; Zerg_Spire 495; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 931; 
Zerg_Hive 574; Zerg_Opening unknown; Zerg_Spawning_Pool 119; Zerg_Extractor 211; Zerg_Creep_Colony 270; Zerg_Evolution_Chamber 332; Zerg_Queens_Nest 532; Zerg_Sunken_Colony 292; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 258; Zerg_Greater_Spire 0; Zerg_Expansion2 163; Zerg_Lair 287; Zerg_Ultralisk_Cavern 732; Zerg_Spire 569; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 118; Zerg_Extractor 186; Zerg_Creep_Colony 248; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 306; Zerg_Spore_Colony 0; Zerg_Expansion 99; Zerg_Hydralisk_Den 233; Zerg_Greater_Spire 0; Zerg_Expansion2 161; Zerg_Lair 259; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 118; Zerg_Extractor 334; Zerg_Creep_Colony 197; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 212; Zerg_Spore_Colony 0; Zerg_Expansion 100; Zerg_Hydralisk_Den 376; Zerg_Greater_Spire 0; Zerg_Expansion2 162; Zerg_Lair 491; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 55; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 116; Zerg_Extractor 0; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 99; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 158; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 620; Zerg_Opening speedlings; Zerg_Spawning_Pool 118; Zerg_Extractor 262; Zerg_Creep_Colony 205; Zerg_Evolution_Chamber 307; Zerg_Queens_Nest 571; Zerg_Sunken_Colony 221; Zerg_Spore_Colony 959; Zerg_Expansion 99; Zerg_Hydralisk_Den 354; Zerg_Greater_Spire 0; Zerg_Expansion2 167; Zerg_Lair 427; Zerg_Ultralisk_Cavern 707; Zerg_Spire 496; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 664; Zerg_Opening unknown; Zerg_Spawning_Pool 121; Zerg_Extractor 193; Zerg_Creep_Colony 559; Zerg_Evolution_Chamber 435; Zerg_Queens_Nest 621; Zerg_Sunken_Colony 582; Zerg_Spore_Colony 0; Zerg_Expansion 100; Zerg_Hydralisk_Den 248; Zerg_Greater_Spire 0; Zerg_Expansion2 168; Zerg_Lair 430; Zerg_Ultralisk_Cavern 0; Zerg_Spire 671; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 637; Zerg_Opening speedlings; Zerg_Spawning_Pool 120; Zerg_Extractor 170; Zerg_Creep_Colony 298; Zerg_Evolution_Chamber 434; Zerg_Queens_Nest 596; Zerg_Sunken_Colony 317; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 273; Zerg_Greater_Spire 0; Zerg_Expansion2 168; Zerg_Lair 226; Zerg_Ultralisk_Cavern 742; Zerg_Spire 566; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 509; Zerg_Opening unknown; Zerg_Spawning_Pool 76; Zerg_Extractor 238; Zerg_Creep_Colony 236; Zerg_Evolution_Chamber 329; Zerg_Queens_Nest 465; Zerg_Sunken_Colony 251; Zerg_Spore_Colony 511; Zerg_Expansion 121; Zerg_Hydralisk_Den 298; Zerg_Greater_Spire 0; Zerg_Expansion2 180; Zerg_Lair 320; Zerg_Ultralisk_Cavern 672; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 746; Zerg_Opening hydras; Zerg_Spawning_Pool 122; Zerg_Extractor 243; Zerg_Creep_Colony 305; Zerg_Evolution_Chamber 535; Zerg_Queens_Nest 696; Zerg_Sunken_Colony 322; Zerg_Spore_Colony 0; Zerg_Expansion 100; Zerg_Hydralisk_Den 303; Zerg_Greater_Spire 0; Zerg_Expansion2 171; Zerg_Lair 428; Zerg_Ultralisk_Cavern 0; Zerg_Spire 533; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 152; Zerg_Extractor 0; Zerg_Creep_Colony 194; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 209; Zerg_Spore_Colony 0; Zerg_Expansion 98; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 136; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 609; Zerg_Opening speedlings; Zerg_Spawning_Pool 119; Zerg_Extractor 194; Zerg_Creep_Colony 330; Zerg_Evolution_Chamber 226; Zerg_Queens_Nest 558; Zerg_Sunken_Colony 346; Zerg_Spore_Colony 452; Zerg_Expansion 100; Zerg_Hydralisk_Den 311; Zerg_Greater_Spire 0; Zerg_Expansion2 172; Zerg_Lair 277; Zerg_Ultralisk_Cavern 719; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 121; Zerg_Extractor 215; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 101; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 170; Zerg_Lair 351; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 598; Zerg_Opening unknown; Zerg_Spawning_Pool 119; Zerg_Extractor 235; Zerg_Creep_Colony 255; Zerg_Evolution_Chamber 276; Zerg_Queens_Nest 555; Zerg_Sunken_Colony 272; Zerg_Spore_Colony 0; Zerg_Expansion 99; Zerg_Hydralisk_Den 319; Zerg_Greater_Spire 0; Zerg_Expansion2 174; Zerg_Lair 362; Zerg_Ultralisk_Cavern 789; Zerg_Spire 620; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 120; Zerg_Extractor 274; Zerg_Creep_Colony 280; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 327; Zerg_Spore_Colony 0; Zerg_Expansion 103; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 191; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 581; Zerg_Opening speedlings; Zerg_Spawning_Pool 118; Zerg_Extractor 182; Zerg_Creep_Colony 254; Zerg_Evolution_Chamber 232; Zerg_Queens_Nest 531; Zerg_Sunken_Colony 269; Zerg_Spore_Colony 0; Zerg_Expansion 102; Zerg_Hydralisk_Den 281; Zerg_Greater_Spire 0; Zerg_Expansion2 174; Zerg_Lair 238; Zerg_Ultralisk_Cavern 871; Zerg_Spire 604; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 536; Zerg_Opening speedlings; Zerg_Spawning_Pool 120; Zerg_Extractor 196; Zerg_Creep_Colony 244; Zerg_Evolution_Chamber 349; Zerg_Queens_Nest 481; Zerg_Sunken_Colony 261; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 285; Zerg_Greater_Spire 0; Zerg_Expansion2 190; Zerg_Lair 253; Zerg_Ultralisk_Cavern 792; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 601; Zerg_Opening speedlings; Zerg_Spawning_Pool 118; Zerg_Extractor 187; Zerg_Creep_Colony 250; Zerg_Evolution_Chamber 376; Zerg_Queens_Nest 556; Zerg_Sunken_Colony 270; Zerg_Spore_Colony 0; Zerg_Expansion 100; Zerg_Hydralisk_Den 343; Zerg_Greater_Spire 0; Zerg_Expansion2 176; Zerg_Lair 243; Zerg_Ultralisk_Cavern 0; Zerg_Spire 308; Zerg_Building_Overlord 53; Zerg_Defiler_Mound 0; 
Zerg_Hive 606; Zerg_Opening unknown; Zerg_Spawning_Pool 117; Zerg_Extractor 288; Zerg_Creep_Colony 177; Zerg_Evolution_Chamber 456; Zerg_Queens_Nest 565; Zerg_Sunken_Colony 196; Zerg_Spore_Colony 0; Zerg_Expansion 99; Zerg_Hydralisk_Den 353; Zerg_Greater_Spire 0; Zerg_Expansion2 265; Zerg_Lair 342; Zerg_Ultralisk_Cavern 1035; Zerg_Spire 885; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ; Zerg_Spawning_Pool 121; Zerg_Extractor 231; Zerg_Creep_Colony 281; Zerg_Evolution_Chamber 352; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 299; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 286; Zerg_Greater_Spire 0; Zerg_Expansion2 172; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 54; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening speedlings; Zerg_Spawning_Pool 133; Zerg_Extractor 241; Zerg_Creep_Colony 202; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 222; Zerg_Spore_Colony 0; Zerg_Expansion 104; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 299; Zerg_Ultralisk_Cavern 0; Zerg_Spire 363; Zerg_Building_Overlord 56; Zerg_Defiler_Mound 0; 
