Terran_Control_Tower 9845; Terran_Comsat_Station 5375; Terran_Barracks 2745; Terran_Expansion 13605; Terran_Refinery 2080; Terran_Barracks2 5530; Terran_Missile_Turret 8010; Terran_Supply_Depot 1470; Terran_Engineering_Bay 3280; Terran_Science_Facility 9265; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 7905; Terran_Opening Bio; Terran_Academy 4020; Terran_Bunker 36230; Terran_Factory 6420; 
Terran_Control_Tower 0; Terran_Comsat_Station 7438; Terran_Barracks 2116; Terran_Expansion 4044; Terran_Refinery 4652; Terran_Barracks2 6810; Terran_Missile_Turret 10660; Terran_Supply_Depot 1386; Terran_Engineering_Bay 5002; Terran_Science_Facility 0; Terran_Machine_Shop 16640; Terran_Armory 0; Terran_Starport 17960; Terran_Opening Bio; Terran_Academy 5772; Terran_Bunker 5910; Terran_Factory 15100; 
Terran_Control_Tower 11796; Terran_Comsat_Station 8090; Terran_Barracks 2128; Terran_Expansion 3982; Terran_Refinery 4578; Terran_Barracks2 7142; Terran_Missile_Turret 9604; Terran_Supply_Depot 1394; Terran_Engineering_Bay 5094; Terran_Science_Facility 11852; Terran_Machine_Shop 11218; Terran_Armory 0; Terran_Starport 10510; Terran_Opening Bio; Terran_Academy 5770; Terran_Bunker 4926; Terran_Factory 8634; 
Terran_Control_Tower 0; Terran_Comsat_Station 7946; Terran_Barracks 2034; Terran_Expansion 4232; Terran_Refinery 4352; Terran_Barracks2 7290; Terran_Missile_Turret 0; Terran_Supply_Depot 1458; Terran_Engineering_Bay 5050; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 6360; Terran_Bunker 4872; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1392; Terran_Expansion 0; Terran_Refinery 3598; Terran_Barracks2 4600; Terran_Missile_Turret 0; Terran_Supply_Depot 1884; Terran_Engineering_Bay 3250; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 4142; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 13322; Terran_Comsat_Station 7292; Terran_Barracks 2074; Terran_Expansion 4012; Terran_Refinery 4358; Terran_Barracks2 2878; Terran_Missile_Turret 9224; Terran_Supply_Depot 1406; Terran_Engineering_Bay 4996; Terran_Science_Facility 13338; Terran_Machine_Shop 11706; Terran_Armory 0; Terran_Starport 11726; Terran_Opening Bio; Terran_Academy 5458; Terran_Bunker 4752; Terran_Factory 10072; 
Terran_Control_Tower 20354; Terran_Comsat_Station 6856; Terran_Barracks 2130; Terran_Expansion 3646; Terran_Refinery 4302; Terran_Barracks2 4588; Terran_Missile_Turret 7754; Terran_Supply_Depot 1440; Terran_Engineering_Bay 6618; Terran_Science_Facility 20368; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 19150; Terran_Opening Bio; Terran_Academy 5108; Terran_Bunker 5956; Terran_Factory 15804; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 7100; Terran_Barracks 2164; Terran_Expansion 3598; Terran_Refinery 4726; Terran_Barracks2 4186; Terran_Missile_Turret 7800; Terran_Supply_Depot 1336; Terran_Engineering_Bay 5054; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 12652; Terran_Opening Bio; Terran_Academy 5622; Terran_Bunker 6254; Terran_Factory 11226; 
Terran_Control_Tower 10858; Terran_Comsat_Station 7338; Terran_Barracks 2020; Terran_Expansion 4102; Terran_Refinery 4394; Terran_Barracks2 6140; Terran_Missile_Turret 9400; Terran_Supply_Depot 1328; Terran_Engineering_Bay 5000; Terran_Science_Facility 10892; Terran_Machine_Shop 9752; Terran_Armory 0; Terran_Starport 9724; Terran_Opening Bio; Terran_Academy 5526; Terran_Bunker 11058; Terran_Factory 8396; 
Terran_Control_Tower 0; Terran_Comsat_Station 8374; Terran_Barracks 2144; Terran_Expansion 4092; Terran_Refinery 5078; Terran_Barracks2 4582; Terran_Missile_Turret 8806; Terran_Supply_Depot 1416; Terran_Engineering_Bay 7516; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5250; Terran_Bunker 6340; Terran_Factory 11976; 
Terran_Control_Tower 13592; Terran_Comsat_Station 7476; Terran_Barracks 2106; Terran_Expansion 4116; Terran_Refinery 4504; Terran_Barracks2 5514; Terran_Missile_Turret 0; Terran_Supply_Depot 1462; Terran_Engineering_Bay 7762; Terran_Science_Facility 13606; Terran_Machine_Shop 9970; Terran_Armory 0; Terran_Starport 12428; Terran_Opening Bio; Terran_Academy 5026; Terran_Bunker 9216; Terran_Factory 8472; 
Terran_Control_Tower 13114; Terran_Comsat_Station 7450; Terran_Barracks 2166; Terran_Expansion 4244; Terran_Refinery 4276; Terran_Barracks2 4342; Terran_Missile_Turret 9390; Terran_Supply_Depot 1464; Terran_Engineering_Bay 6588; Terran_Science_Facility 11726; Terran_Machine_Shop 11706; Terran_Armory 0; Terran_Starport 10582; Terran_Opening Bio; Terran_Academy 5194; Terran_Bunker 0; Terran_Factory 8692; 
Terran_Control_Tower 0; Terran_Comsat_Station 11220; Terran_Barracks 2160; Terran_Expansion 5938; Terran_Refinery 4102; Terran_Barracks2 7994; Terran_Missile_Turret 0; Terran_Supply_Depot 1442; Terran_Engineering_Bay 2968; Terran_Science_Facility 0; Terran_Machine_Shop 11708; Terran_Armory 0; Terran_Starport 13404; Terran_Opening Bio; Terran_Academy 7228; Terran_Bunker 3526; Terran_Factory 10302; 
Terran_Control_Tower 13260; Terran_Comsat_Station 7238; Terran_Barracks 1894; Terran_Expansion 4044; Terran_Refinery 4436; Terran_Barracks2 5296; Terran_Missile_Turret 10516; Terran_Supply_Depot 1318; Terran_Engineering_Bay 7458; Terran_Science_Facility 13274; Terran_Machine_Shop 11476; Terran_Armory 0; Terran_Starport 11462; Terran_Opening Bio; Terran_Academy 4846; Terran_Bunker 0; Terran_Factory 9532; 
Terran_Control_Tower 14300; Terran_Comsat_Station 7892; Terran_Barracks 2218; Terran_Expansion 4488; Terran_Refinery 5654; Terran_Barracks2 5864; Terran_Missile_Turret 9532; Terran_Supply_Depot 1410; Terran_Engineering_Bay 8196; Terran_Science_Facility 14346; Terran_Machine_Shop 12370; Terran_Armory 0; Terran_Starport 12356; Terran_Opening Bio; Terran_Academy 6092; Terran_Bunker 4800; Terran_Factory 10886; 
Terran_Control_Tower 13354; Terran_Comsat_Station 8786; Terran_Barracks 1978; Terran_Expansion 4560; Terran_Refinery 6122; Terran_Barracks2 5402; Terran_Missile_Turret 8868; Terran_Supply_Depot 1542; Terran_Engineering_Bay 7706; Terran_Science_Facility 13398; Terran_Machine_Shop 9886; Terran_Armory 0; Terran_Starport 11552; Terran_Opening Bio; Terran_Academy 7166; Terran_Bunker 3498; Terran_Factory 8508; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 9054; Terran_Barracks 2108; Terran_Expansion 3684; Terran_Refinery 7452; Terran_Barracks2 6494; Terran_Missile_Turret 0; Terran_Supply_Depot 1346; Terran_Engineering_Bay 11330; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 11834; Terran_Opening Bio; Terran_Academy 7700; Terran_Bunker 9854; Terran_Factory 10172; 
Terran_Control_Tower 0; Terran_Comsat_Station 7066; Terran_Barracks 2182; Terran_Expansion 0; Terran_Refinery 4674; Terran_Barracks2 3558; Terran_Missile_Turret 0; Terran_Supply_Depot 1438; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5220; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 1736; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 2374; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 10002; Terran_Barracks 1428; Terran_Expansion 5814; Terran_Refinery 7262; Terran_Barracks2 5906; Terran_Missile_Turret 13112; Terran_Supply_Depot 1894; Terran_Engineering_Bay 10980; Terran_Science_Facility 0; Terran_Machine_Shop 15376; Terran_Armory 0; Terran_Starport 17806; Terran_Opening Bio; Terran_Academy 7664; Terran_Bunker 4218; Terran_Factory 12300; 
Terran_Control_Tower 13446; Terran_Comsat_Station 9330; Terran_Barracks 2264; Terran_Expansion 4116; Terran_Refinery 4578; Terran_Barracks2 7152; Terran_Missile_Turret 10538; Terran_Supply_Depot 1492; Terran_Engineering_Bay 9568; Terran_Science_Facility 12722; Terran_Machine_Shop 8024; Terran_Armory 7490; Terran_Starport 11534; Terran_Opening FastDropship; Terran_Academy 7958; Terran_Bunker 6760; Terran_Factory 6096; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 14070; Terran_Comsat_Station 7416; Terran_Barracks 1958; Terran_Expansion 5028; Terran_Refinery 5716; Terran_Barracks2 2616; Terran_Missile_Turret 9118; Terran_Supply_Depot 1430; Terran_Engineering_Bay 7232; Terran_Science_Facility 14846; Terran_Machine_Shop 10478; Terran_Armory 0; Terran_Starport 11614; Terran_Opening Bio; Terran_Academy 6042; Terran_Bunker 11226; Terran_Factory 8968; 
Terran_Control_Tower 0; Terran_Comsat_Station 10150; Terran_Barracks 1545; Terran_Expansion 13875; Terran_Refinery 6850; Terran_Barracks2 2680; Terran_Missile_Turret 13510; Terran_Supply_Depot 1965; Terran_Engineering_Bay 11980; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 8530; Terran_Bunker 5245; Terran_Factory 17035; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 3332; Terran_Expansion 2986; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1406; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 17408; Terran_Comsat_Station 8060; Terran_Barracks 3726; Terran_Expansion 3290; Terran_Refinery 5514; Terran_Barracks2 4482; Terran_Missile_Turret 9242; Terran_Supply_Depot 1494; Terran_Engineering_Bay 6870; Terran_Science_Facility 17990; Terran_Machine_Shop 16306; Terran_Armory 0; Terran_Starport 16110; Terran_Opening Bio; Terran_Academy 5868; Terran_Bunker 13888; Terran_Factory 13114; 
Terran_Control_Tower 0; Terran_Comsat_Station 9268; Terran_Barracks 1526; Terran_Expansion 15996; Terran_Refinery 6072; Terran_Barracks2 8864; Terran_Missile_Turret 9588; Terran_Supply_Depot 2314; Terran_Engineering_Bay 8632; Terran_Science_Facility 0; Terran_Machine_Shop 8972; Terran_Armory 0; Terran_Starport 0; Terran_Opening SiegeExpand; Terran_Academy 7912; Terran_Bunker 5228; Terran_Factory 7642; 
Terran_Control_Tower 0; Terran_Comsat_Station 10186; Terran_Barracks 2168; Terran_Expansion 4644; Terran_Refinery 5766; Terran_Barracks2 7032; Terran_Missile_Turret 0; Terran_Supply_Depot 1418; Terran_Engineering_Bay 5524; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5934; Terran_Bunker 4916; Terran_Factory 11340; 
Terran_Control_Tower 12022; Terran_Comsat_Station 7900; Terran_Barracks 2088; Terran_Expansion 3766; Terran_Refinery 5324; Terran_Barracks2 4112; Terran_Missile_Turret 9778; Terran_Supply_Depot 1328; Terran_Engineering_Bay 7778; Terran_Science_Facility 12054; Terran_Machine_Shop 11710; Terran_Armory 0; Terran_Starport 10824; Terran_Opening Bio; Terran_Academy 6086; Terran_Bunker 4536; Terran_Factory 9444; 
Terran_Control_Tower 12712; Terran_Comsat_Station 7864; Terran_Barracks 2070; Terran_Expansion 4060; Terran_Refinery 5872; Terran_Barracks2 5366; Terran_Missile_Turret 9242; Terran_Supply_Depot 1354; Terran_Engineering_Bay 7166; Terran_Science_Facility 12734; Terran_Machine_Shop 10832; Terran_Armory 0; Terran_Starport 10850; Terran_Opening Bio; Terran_Academy 6160; Terran_Bunker 4826; Terran_Factory 9550; 
Terran_Control_Tower 13878; Terran_Comsat_Station 7822; Terran_Barracks 2130; Terran_Expansion 3994; Terran_Refinery 5044; Terran_Barracks2 6358; Terran_Missile_Turret 9414; Terran_Supply_Depot 1334; Terran_Engineering_Bay 7940; Terran_Science_Facility 13898; Terran_Machine_Shop 11946; Terran_Armory 0; Terran_Starport 11932; Terran_Opening Bio; Terran_Academy 5482; Terran_Bunker 4474; Terran_Factory 10436; 
Terran_Control_Tower 0; Terran_Comsat_Station 7112; Terran_Barracks 2344; Terran_Expansion 8418; Terran_Refinery 5418; Terran_Barracks2 3066; Terran_Missile_Turret 0; Terran_Supply_Depot 1438; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5814; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 12082; Terran_Comsat_Station 7560; Terran_Barracks 2144; Terran_Expansion 4072; Terran_Refinery 5492; Terran_Barracks2 5266; Terran_Missile_Turret 9084; Terran_Supply_Depot 1386; Terran_Engineering_Bay 6714; Terran_Science_Facility 12102; Terran_Machine_Shop 12070; Terran_Armory 0; Terran_Starport 10754; Terran_Opening Bio; Terran_Academy 5846; Terran_Bunker 12730; Terran_Factory 8572; 
Terran_Control_Tower 0; Terran_Comsat_Station 9392; Terran_Barracks 1454; Terran_Expansion 4612; Terran_Refinery 5088; Terran_Barracks2 5192; Terran_Missile_Turret 10520; Terran_Supply_Depot 1872; Terran_Engineering_Bay 9328; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 7024; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 2510; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 1350; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 11646; Terran_Comsat_Station 7464; Terran_Barracks 2000; Terran_Expansion 4066; Terran_Refinery 5524; Terran_Barracks2 6808; Terran_Missile_Turret 10344; Terran_Supply_Depot 1388; Terran_Engineering_Bay 7066; Terran_Science_Facility 11686; Terran_Machine_Shop 10018; Terran_Armory 0; Terran_Starport 10034; Terran_Opening Bio; Terran_Academy 5710; Terran_Bunker 4490; Terran_Factory 8590; 
Terran_Control_Tower 14245; Terran_Comsat_Station 8555; Terran_Barracks 1365; Terran_Expansion 6180; Terran_Refinery 6275; Terran_Barracks2 6905; Terran_Missile_Turret 11620; Terran_Supply_Depot 1870; Terran_Engineering_Bay 9130; Terran_Science_Facility 14260; Terran_Machine_Shop 15025; Terran_Armory 0; Terran_Starport 12720; Terran_Opening Bio; Terran_Academy 6760; Terran_Bunker 13235; Terran_Factory 11215; 
Terran_Control_Tower 0; Terran_Comsat_Station 7596; Terran_Barracks 1264; Terran_Expansion 0; Terran_Refinery 5190; Terran_Barracks2 5212; Terran_Missile_Turret 11476; Terran_Supply_Depot 1962; Terran_Engineering_Bay 10490; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Bio; Terran_Academy 5906; Terran_Bunker 4404; Terran_Factory 0; 
Terran_Control_Tower 12562; Terran_Comsat_Station 7812; Terran_Barracks 2104; Terran_Expansion 3954; Terran_Refinery 5508; Terran_Barracks2 5064; Terran_Missile_Turret 8902; Terran_Supply_Depot 1304; Terran_Engineering_Bay 7870; Terran_Science_Facility 12584; Terran_Machine_Shop 11262; Terran_Armory 0; Terran_Starport 11296; Terran_Opening Bio; Terran_Academy 6134; Terran_Bunker 0; Terran_Factory 9904; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 12158; Terran_Comsat_Station 7780; Terran_Barracks 2108; Terran_Expansion 3996; Terran_Refinery 5592; Terran_Barracks2 4496; Terran_Missile_Turret 10290; Terran_Supply_Depot 1358; Terran_Engineering_Bay 6946; Terran_Science_Facility 12178; Terran_Machine_Shop 10764; Terran_Armory 0; Terran_Starport 10806; Terran_Opening Bio; Terran_Academy 6304; Terran_Bunker 4848; Terran_Factory 9410; 
Terran_Control_Tower 12670; Terran_Comsat_Station 7560; Terran_Barracks 1995; Terran_Expansion 4310; Terran_Refinery 4860; Terran_Barracks2 6340; Terran_Missile_Turret 10630; Terran_Supply_Depot 1405; Terran_Engineering_Bay 7170; Terran_Science_Facility 12680; Terran_Machine_Shop 10395; Terran_Armory 0; Terran_Starport 11185; Terran_Opening Bio; Terran_Academy 5110; Terran_Bunker 9445; Terran_Factory 8390; 
Terran_Control_Tower 11534; Terran_Comsat_Station 7902; Terran_Barracks 2128; Terran_Expansion 4158; Terran_Refinery 5548; Terran_Barracks2 3132; Terran_Missile_Turret 9872; Terran_Supply_Depot 1422; Terran_Engineering_Bay 6866; Terran_Science_Facility 11550; Terran_Machine_Shop 10284; Terran_Armory 0; Terran_Starport 10266; Terran_Opening Bio; Terran_Academy 5944; Terran_Bunker 10672; Terran_Factory 8910; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 10866; Terran_Comsat_Station 6836; Terran_Barracks 1962; Terran_Expansion 3912; Terran_Refinery 4460; Terran_Barracks2 6974; Terran_Missile_Turret 11122; Terran_Supply_Depot 1234; Terran_Engineering_Bay 10010; Terran_Science_Facility 10840; Terran_Machine_Shop 9388; Terran_Armory 0; Terran_Starport 9534; Terran_Opening Bio; Terran_Academy 5280; Terran_Bunker 22682; Terran_Factory 7982; 
Terran_Control_Tower 12920; Terran_Comsat_Station 8182; Terran_Barracks 2080; Terran_Expansion 5222; Terran_Refinery 5804; Terran_Barracks2 2734; Terran_Missile_Turret 10718; Terran_Supply_Depot 1374; Terran_Engineering_Bay 6622; Terran_Science_Facility 12952; Terran_Machine_Shop 11428; Terran_Armory 0; Terran_Starport 11678; Terran_Opening Bio; Terran_Academy 6084; Terran_Bunker 8844; Terran_Factory 10096; 
Terran_Control_Tower 15542; Terran_Comsat_Station 7368; Terran_Barracks 2156; Terran_Expansion 11108; Terran_Refinery 3950; Terran_Barracks2 2618; Terran_Missile_Turret 10484; Terran_Supply_Depot 1282; Terran_Engineering_Bay 7452; Terran_Science_Facility 15578; Terran_Machine_Shop 12634; Terran_Armory 0; Terran_Starport 13910; Terran_Opening Bio; Terran_Academy 5152; Terran_Bunker 0; Terran_Factory 7956; 
Terran_Control_Tower 11230; Terran_Comsat_Station 5775; Terran_Barracks 1970; Terran_Expansion 0; Terran_Refinery 4145; Terran_Barracks2 2595; Terran_Missile_Turret 9745; Terran_Supply_Depot 1365; Terran_Engineering_Bay 6265; Terran_Science_Facility 0; Terran_Machine_Shop 9465; Terran_Armory 0; Terran_Starport 10045; Terran_Opening Bio; Terran_Academy 3965; Terran_Bunker 0; Terran_Factory 7320; 
Terran_Control_Tower 11930; Terran_Comsat_Station 7480; Terran_Barracks 1975; Terran_Expansion 4530; Terran_Refinery 5245; Terran_Barracks2 2650; Terran_Missile_Turret 9975; Terran_Supply_Depot 1360; Terran_Engineering_Bay 6095; Terran_Science_Facility 11955; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 10780; Terran_Opening Bio; Terran_Academy 6145; Terran_Bunker 5900; Terran_Factory 9480; 
Terran_Control_Tower 0; Terran_Comsat_Station 0; Terran_Barracks 0; Terran_Expansion 0; Terran_Refinery 0; Terran_Barracks2 0; Terran_Missile_Turret 0; Terran_Supply_Depot 0; Terran_Engineering_Bay 0; Terran_Science_Facility 0; Terran_Machine_Shop 0; Terran_Armory 0; Terran_Starport 0; Terran_Opening Unknown; Terran_Academy 0; Terran_Bunker 0; Terran_Factory 0; 
Terran_Control_Tower 10210; Terran_Comsat_Station 6754; Terran_Barracks 2070; Terran_Expansion 4028; Terran_Refinery 4858; Terran_Barracks2 6212; Terran_Missile_Turret 8940; Terran_Supply_Depot 1370; Terran_Engineering_Bay 7164; Terran_Science_Facility 10354; Terran_Machine_Shop 9070; Terran_Armory 0; Terran_Starport 9092; Terran_Opening Bio; Terran_Academy 5330; Terran_Bunker 0; Terran_Factory 7732; 
