Terran_Control_Tower 622; Terran_Comsat_Station 666; Terran_Barracks 83; Terran_Expansion 376; Terran_Refinery 116; Terran_Barracks2 510; Terran_Missile_Turret 436; Terran_Supply_Depot 58; Terran_Engineering_Bay 300; Terran_Science_Facility -1; Terran_Machine_Shop 228; Terran_Armory -1; Terran_Starport 548; Terran_Opening ; Terran_Academy 590; Terran_Bunker 258; Terran_Factory 168; 
Terran_Control_Tower -1; Terran_Comsat_Station 443; Terran_Barracks 97; Terran_Expansion 301; Terran_Refinery 102; Terran_Barracks2 456; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 505; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 337; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station 683; Terran_Barracks 87; Terran_Expansion 439; Terran_Refinery 117; Terran_Barracks2 534; Terran_Missile_Turret 481; Terran_Supply_Depot 57; Terran_Engineering_Bay 438; Terran_Science_Facility -1; Terran_Machine_Shop 223; Terran_Armory 629; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 621; Terran_Bunker -1; Terran_Factory 170; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 87; Terran_Expansion 282; Terran_Refinery 96; Terran_Barracks2 193; Terran_Missile_Turret 334; Terran_Supply_Depot 57; Terran_Engineering_Bay 289; Terran_Science_Facility -1; Terran_Machine_Shop 198; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 146; 
Terran_Control_Tower -1; Terran_Comsat_Station 700; Terran_Barracks 87; Terran_Expansion 400; Terran_Refinery 101; Terran_Barracks2 353; Terran_Missile_Turret 422; Terran_Supply_Depot 57; Terran_Engineering_Bay 339; Terran_Science_Facility 901; Terran_Machine_Shop 206; Terran_Armory 666; Terran_Starport 852; Terran_Opening ; Terran_Academy 632; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower -1; Terran_Comsat_Station 368; Terran_Barracks 97; Terran_Expansion 266; Terran_Refinery 100; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 218; Terran_Armory 312; Terran_Starport -1; Terran_Opening ; Terran_Academy 310; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 384; Terran_Barracks 98; Terran_Expansion 263; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret 624; Terran_Supply_Depot 59; Terran_Engineering_Bay 576; Terran_Science_Facility 564; Terran_Machine_Shop 215; Terran_Armory 323; Terran_Starport 508; Terran_Opening air; Terran_Academy 324; Terran_Bunker -1; Terran_Factory 161; 
Terran_Control_Tower -1; Terran_Comsat_Station 655; Terran_Barracks 98; Terran_Expansion 423; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret 436; Terran_Supply_Depot 56; Terran_Engineering_Bay 393; Terran_Science_Facility -1; Terran_Machine_Shop 229; Terran_Armory 602; Terran_Starport -1; Terran_Opening ; Terran_Academy 593; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower -1; Terran_Comsat_Station 389; Terran_Barracks 106; Terran_Expansion 262; Terran_Refinery 88; Terran_Barracks2 -1; Terran_Missile_Turret 663; Terran_Supply_Depot 57; Terran_Engineering_Bay 526; Terran_Science_Facility 588; Terran_Machine_Shop 249; Terran_Armory 340; Terran_Starport 534; Terran_Opening air; Terran_Academy 333; Terran_Bunker -1; Terran_Factory 172; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 97; Terran_Expansion -1; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station 460; Terran_Barracks 88; Terran_Expansion 275; Terran_Refinery 100; Terran_Barracks2 357; Terran_Missile_Turret 335; Terran_Supply_Depot 58; Terran_Engineering_Bay 290; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 679; Terran_Starport -1; Terran_Opening ; Terran_Academy 398; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 0; Terran_Comsat_Station 640; Terran_Barracks 91; Terran_Expansion 316; Terran_Refinery 108; Terran_Barracks2 356; Terran_Missile_Turret 417; Terran_Supply_Depot 52; Terran_Engineering_Bay 376; Terran_Science_Facility 0; Terran_Machine_Shop 211; Terran_Armory 557; Terran_Starport 0; Terran_Opening ; Terran_Academy 553; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 90; Terran_Expansion 275; Terran_Refinery 104; Terran_Barracks2 374; Terran_Missile_Turret 348; Terran_Supply_Depot 62; Terran_Engineering_Bay 284; Terran_Science_Facility -1; Terran_Machine_Shop 209; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station 616; Terran_Barracks 91; Terran_Expansion 308; Terran_Refinery 102; Terran_Barracks2 263; Terran_Missile_Turret 369; Terran_Supply_Depot 58; Terran_Engineering_Bay 324; Terran_Science_Facility 839; Terran_Machine_Shop 208; Terran_Armory 561; Terran_Starport 722; Terran_Opening ; Terran_Academy 555; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 99; Terran_Expansion 336; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 352; Terran_Supply_Depot 58; Terran_Engineering_Bay 308; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 222; Terran_Factory 158; 
Terran_Control_Tower -1; Terran_Comsat_Station 395; Terran_Barracks 97; Terran_Expansion 315; Terran_Refinery 101; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay 370; Terran_Science_Facility -1; Terran_Machine_Shop 205; Terran_Armory -1; Terran_Starport -1; Terran_Opening vultures; Terran_Academy 342; Terran_Bunker 203; Terran_Factory 152; 
Terran_Control_Tower 543; Terran_Comsat_Station 396; Terran_Barracks 97; Terran_Expansion 285; Terran_Refinery 102; Terran_Barracks2 623; Terran_Missile_Turret 521; Terran_Supply_Depot 57; Terran_Engineering_Bay 344; Terran_Science_Facility 543; Terran_Machine_Shop 237; Terran_Armory 346; Terran_Starport 438; Terran_Opening vultures; Terran_Academy 340; Terran_Bunker -1; Terran_Factory 151; 
Terran_Control_Tower 442; Terran_Comsat_Station 643; Terran_Barracks 89; Terran_Expansion 289; Terran_Refinery 103; Terran_Barracks2 216; Terran_Missile_Turret 404; Terran_Supply_Depot 60; Terran_Engineering_Bay 362; Terran_Science_Facility 476; Terran_Machine_Shop 205; Terran_Armory 636; Terran_Starport 392; Terran_Opening air; Terran_Academy 581; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 456; Terran_Barracks 100; Terran_Expansion 279; Terran_Refinery 107; Terran_Barracks2 -1; Terran_Missile_Turret 377; Terran_Supply_Depot 59; Terran_Engineering_Bay 333; Terran_Science_Facility 596; Terran_Machine_Shop 237; Terran_Armory 388; Terran_Starport 545; Terran_Opening ; Terran_Academy 386; Terran_Bunker -1; Terran_Factory 162; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 96; Terran_Expansion 328; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 56; Terran_Engineering_Bay 272; Terran_Science_Facility -1; Terran_Machine_Shop 204; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 101; Terran_Expansion 379; Terran_Refinery 104; Terran_Barracks2 460; Terran_Missile_Turret 455; Terran_Supply_Depot 59; Terran_Engineering_Bay 384; Terran_Science_Facility -1; Terran_Machine_Shop 216; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station 564; Terran_Barracks 99; Terran_Expansion 328; Terran_Refinery 105; Terran_Barracks2 424; Terran_Missile_Turret 312; Terran_Supply_Depot 57; Terran_Engineering_Bay 266; Terran_Science_Facility 773; Terran_Machine_Shop 216; Terran_Armory 465; Terran_Starport 683; Terran_Opening ; Terran_Academy 506; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 106; Terran_Expansion 471; Terran_Refinery 89; Terran_Barracks2 -1; Terran_Missile_Turret 562; Terran_Supply_Depot 58; Terran_Engineering_Bay 499; Terran_Science_Facility -1; Terran_Machine_Shop 355; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 544; Terran_Bunker 159; Terran_Factory 240; 
Terran_Control_Tower -1; Terran_Comsat_Station 492; Terran_Barracks 101; Terran_Expansion 309; Terran_Refinery 108; Terran_Barracks2 -1; Terran_Missile_Turret 402; Terran_Supply_Depot 60; Terran_Engineering_Bay 351; Terran_Science_Facility 583; Terran_Machine_Shop 217; Terran_Armory 425; Terran_Starport 527; Terran_Opening vultures; Terran_Academy 426; Terran_Bunker -1; Terran_Factory 164; 
Terran_Control_Tower -1; Terran_Comsat_Station 464; Terran_Barracks 99; Terran_Expansion 295; Terran_Refinery 106; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 291; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 373; Terran_Bunker 165; Terran_Factory 194; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 99; Terran_Expansion -1; Terran_Refinery 105; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 248; Terran_Armory -1; Terran_Starport -1; Terran_Opening vultures; Terran_Academy -1; Terran_Bunker 338; Terran_Factory 160; 
Terran_Control_Tower -1; Terran_Comsat_Station 808; Terran_Barracks 100; Terran_Expansion 590; Terran_Refinery 105; Terran_Barracks2 314; Terran_Missile_Turret 445; Terran_Supply_Depot 60; Terran_Engineering_Bay 402; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory -1; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 750; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 593; Terran_Comsat_Station 454; Terran_Barracks 88; Terran_Expansion 338; Terran_Refinery 103; Terran_Barracks2 247; Terran_Missile_Turret 428; Terran_Supply_Depot 58; Terran_Engineering_Bay 371; Terran_Science_Facility 803; Terran_Machine_Shop 209; Terran_Armory 643; Terran_Starport 502; Terran_Opening two_facto; Terran_Academy 374; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 695; Terran_Comsat_Station 628; Terran_Barracks 101; Terran_Expansion 337; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret 391; Terran_Supply_Depot 60; Terran_Engineering_Bay 339; Terran_Science_Facility -1; Terran_Machine_Shop 255; Terran_Armory 716; Terran_Starport 627; Terran_Opening vultures; Terran_Academy 541; Terran_Bunker 277; Terran_Factory 174; 
Terran_Control_Tower 405; Terran_Comsat_Station 392; Terran_Barracks 89; Terran_Expansion 321; Terran_Refinery 105; Terran_Barracks2 415; Terran_Missile_Turret 283; Terran_Supply_Depot 59; Terran_Engineering_Bay 241; Terran_Science_Facility 406; Terran_Machine_Shop 207; Terran_Armory -1; Terran_Starport 347; Terran_Opening air; Terran_Academy 332; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 841; Terran_Comsat_Station 639; Terran_Barracks 81; Terran_Expansion 378; Terran_Refinery 107; Terran_Barracks2 568; Terran_Missile_Turret 449; Terran_Supply_Depot 59; Terran_Engineering_Bay 405; Terran_Science_Facility 0; Terran_Machine_Shop 352; Terran_Armory 820; Terran_Starport 510; Terran_Opening air; Terran_Academy 576; Terran_Bunker 206; Terran_Factory 167; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 88; Terran_Expansion 276; Terran_Refinery 105; Terran_Barracks2 192; Terran_Missile_Turret 303; Terran_Supply_Depot 59; Terran_Engineering_Bay 262; Terran_Science_Facility -1; Terran_Machine_Shop 209; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower 265; Terran_Comsat_Station 372; Terran_Barracks 89; Terran_Expansion 393; Terran_Refinery 104; Terran_Barracks2 187; Terran_Missile_Turret 526; Terran_Supply_Depot 59; Terran_Engineering_Bay 423; Terran_Science_Facility 841; Terran_Machine_Shop 218; Terran_Armory 631; Terran_Starport 217; Terran_Opening air; Terran_Academy 238; Terran_Bunker -1; Terran_Factory 163; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 83; Terran_Expansion -1; Terran_Refinery 108; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 203; Terran_Factory 185; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 81; Terran_Expansion -1; Terran_Refinery 111; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay 422; Terran_Science_Facility -1; Terran_Machine_Shop 258; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 175; Terran_Factory 203; 
Terran_Control_Tower -1; Terran_Comsat_Station 625; Terran_Barracks 98; Terran_Expansion 259; Terran_Refinery 103; Terran_Barracks2 525; Terran_Missile_Turret 312; Terran_Supply_Depot 59; Terran_Engineering_Bay 270; Terran_Science_Facility -1; Terran_Machine_Shop 207; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 530; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 407; Terran_Comsat_Station 441; Terran_Barracks 80; Terran_Expansion 634; Terran_Refinery 104; Terran_Barracks2 393; Terran_Missile_Turret 514; Terran_Supply_Depot 56; Terran_Engineering_Bay 457; Terran_Science_Facility 0; Terran_Machine_Shop 238; Terran_Armory 1069; Terran_Starport 356; Terran_Opening air; Terran_Academy 375; Terran_Bunker 171; Terran_Factory 183; 
Terran_Control_Tower 744; Terran_Comsat_Station 654; Terran_Barracks 83; Terran_Expansion 388; Terran_Refinery 109; Terran_Barracks2 0; Terran_Missile_Turret 478; Terran_Supply_Depot 58; Terran_Engineering_Bay 433; Terran_Science_Facility 745; Terran_Machine_Shop 236; Terran_Armory 632; Terran_Starport 692; Terran_Opening vultures; Terran_Academy 599; Terran_Bunker 196; Terran_Factory 183; 
Terran_Control_Tower 662; Terran_Comsat_Station 731; Terran_Barracks 99; Terran_Expansion 357; Terran_Refinery 103; Terran_Barracks2 510; Terran_Missile_Turret 487; Terran_Supply_Depot 59; Terran_Engineering_Bay 428; Terran_Science_Facility 868; Terran_Machine_Shop 212; Terran_Armory 698; Terran_Starport 523; Terran_Opening two_facto; Terran_Academy 664; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station 352; Terran_Barracks 89; Terran_Expansion 549; Terran_Refinery 178; Terran_Barracks2 252; Terran_Missile_Turret 479; Terran_Supply_Depot 59; Terran_Engineering_Bay 420; Terran_Science_Facility -1; Terran_Machine_Shop 297; Terran_Armory 704; Terran_Starport 750; Terran_Opening ; Terran_Academy 296; Terran_Bunker 477; Terran_Factory 244; 
Terran_Control_Tower -1; Terran_Comsat_Station 384; Terran_Barracks 99; Terran_Expansion 372; Terran_Refinery 247; Terran_Barracks2 161; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 437; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 323; Terran_Bunker 200; Terran_Factory 370; 
Terran_Control_Tower -1; Terran_Comsat_Station 686; Terran_Barracks 88; Terran_Expansion 364; Terran_Refinery 103; Terran_Barracks2 181; Terran_Missile_Turret 361; Terran_Supply_Depot 60; Terran_Engineering_Bay 320; Terran_Science_Facility -1; Terran_Machine_Shop 210; Terran_Armory 644; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 631; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 528; Terran_Comsat_Station 447; Terran_Barracks 81; Terran_Expansion 333; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret 416; Terran_Supply_Depot 57; Terran_Engineering_Bay 374; Terran_Science_Facility 740; Terran_Machine_Shop 223; Terran_Armory 585; Terran_Starport 433; Terran_Opening vultures; Terran_Academy 355; Terran_Bunker 217; Terran_Factory 163; 
Terran_Control_Tower -1; Terran_Comsat_Station 621; Terran_Barracks 87; Terran_Expansion 248; Terran_Refinery 103; Terran_Barracks2 185; Terran_Missile_Turret 313; Terran_Supply_Depot 59; Terran_Engineering_Bay 273; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 850; Terran_Starport -1; Terran_Opening ; Terran_Academy 563; Terran_Bunker -1; Terran_Factory 158; 
Terran_Control_Tower 478; Terran_Comsat_Station 556; Terran_Barracks 88; Terran_Expansion 259; Terran_Refinery 102; Terran_Barracks2 195; Terran_Missile_Turret 340; Terran_Supply_Depot 59; Terran_Engineering_Bay 291; Terran_Science_Facility 721; Terran_Machine_Shop 214; Terran_Armory 502; Terran_Starport 420; Terran_Opening air; Terran_Academy 499; Terran_Bunker -1; Terran_Factory 160; 
Terran_Control_Tower 616; Terran_Comsat_Station 395; Terran_Barracks 87; Terran_Expansion 246; Terran_Refinery 103; Terran_Barracks2 242; Terran_Missile_Turret 409; Terran_Supply_Depot 58; Terran_Engineering_Bay 339; Terran_Science_Facility -1; Terran_Machine_Shop 260; Terran_Armory 542; Terran_Starport 546; Terran_Opening vultures; Terran_Academy 338; Terran_Bunker -1; Terran_Factory 165; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 82; Terran_Expansion -1; Terran_Refinery 107; Terran_Barracks2 371; Terran_Missile_Turret -1; Terran_Supply_Depot 57; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 269; Terran_Armory -1; Terran_Starport 325; Terran_Opening vultures; Terran_Academy -1; Terran_Bunker 278; Terran_Factory 214; 
Terran_Control_Tower 370; Terran_Comsat_Station 405; Terran_Barracks 81; Terran_Expansion 587; Terran_Refinery 102; Terran_Barracks2 339; Terran_Missile_Turret 710; Terran_Supply_Depot 57; Terran_Engineering_Bay 475; Terran_Science_Facility 1000; Terran_Machine_Shop 226; Terran_Armory 819; Terran_Starport 321; Terran_Opening air; Terran_Academy 353; Terran_Bunker 194; Terran_Factory 173; 
Terran_Control_Tower -1; Terran_Comsat_Station 457; Terran_Barracks 90; Terran_Expansion 251; Terran_Refinery 103; Terran_Barracks2 194; Terran_Missile_Turret 319; Terran_Supply_Depot 61; Terran_Engineering_Bay 276; Terran_Science_Facility -1; Terran_Machine_Shop 208; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 382; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station 597; Terran_Barracks 97; Terran_Expansion 250; Terran_Refinery 102; Terran_Barracks2 382; Terran_Missile_Turret 336; Terran_Supply_Depot 58; Terran_Engineering_Bay 295; Terran_Science_Facility -1; Terran_Machine_Shop 213; Terran_Armory 719; Terran_Starport 968; Terran_Opening ; Terran_Academy 524; Terran_Bunker -1; Terran_Factory 155; 
Terran_Control_Tower 634; Terran_Comsat_Station 433; Terran_Barracks 84; Terran_Expansion 352; Terran_Refinery 104; Terran_Barracks2 -1; Terran_Missile_Turret 415; Terran_Supply_Depot 59; Terran_Engineering_Bay 374; Terran_Science_Facility -1; Terran_Machine_Shop 229; Terran_Armory 572; Terran_Starport 585; Terran_Opening vultures; Terran_Academy 378; Terran_Bunker 200; Terran_Factory 175; 
Terran_Control_Tower 405; Terran_Comsat_Station 438; Terran_Barracks 81; Terran_Expansion 594; Terran_Refinery 103; Terran_Barracks2 356; Terran_Missile_Turret 464; Terran_Supply_Depot 58; Terran_Engineering_Bay 420; Terran_Science_Facility -1; Terran_Machine_Shop 220; Terran_Armory 802; Terran_Starport 354; Terran_Opening vultures; Terran_Academy 371; Terran_Bunker 214; Terran_Factory 164; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks 83; Terran_Expansion -1; Terran_Refinery 117; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 58; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker 194; Terran_Factory 205; 
Terran_Control_Tower 784; Terran_Comsat_Station 527; Terran_Barracks 80; Terran_Expansion 319; Terran_Refinery 138; Terran_Barracks2 736; Terran_Missile_Turret 424; Terran_Supply_Depot 57; Terran_Engineering_Bay 381; Terran_Science_Facility -1; Terran_Machine_Shop 255; Terran_Armory 664; Terran_Starport 737; Terran_Opening vultures; Terran_Academy 465; Terran_Bunker 157; Terran_Factory 196; 
Terran_Control_Tower 485; Terran_Comsat_Station 753; Terran_Barracks 97; Terran_Expansion 309; Terran_Refinery 103; Terran_Barracks2 368; Terran_Missile_Turret 385; Terran_Supply_Depot 57; Terran_Engineering_Bay 338; Terran_Science_Facility 487; Terran_Machine_Shop 208; Terran_Armory 550; Terran_Starport 217; Terran_Opening unknown; Terran_Academy 339; Terran_Bunker 626; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 496; Terran_Barracks 91; Terran_Expansion 355; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 448; Terran_Supply_Depot 62; Terran_Engineering_Bay 315; Terran_Science_Facility -1; Terran_Machine_Shop 211; Terran_Armory 512; Terran_Starport -1; Terran_Opening unknown; Terran_Academy 442; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 753; Terran_Comsat_Station 352; Terran_Barracks 99; Terran_Expansion 255; Terran_Refinery 102; Terran_Barracks2 446; Terran_Missile_Turret 625; Terran_Supply_Depot 59; Terran_Engineering_Bay 583; Terran_Science_Facility 554; Terran_Machine_Shop 207; Terran_Armory 314; Terran_Starport 502; Terran_Opening vultures; Terran_Academy 289; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 829; Terran_Barracks 101; Terran_Expansion 357; Terran_Refinery 104; Terran_Barracks2 454; Terran_Missile_Turret 402; Terran_Supply_Depot 58; Terran_Engineering_Bay 332; Terran_Science_Facility -1; Terran_Machine_Shop 206; Terran_Armory 650; Terran_Starport -1; Terran_Opening two_facto; Terran_Academy 756; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower 313; Terran_Comsat_Station -1; Terran_Barracks 100; Terran_Expansion -1; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 60; Terran_Engineering_Bay 304; Terran_Science_Facility 306; Terran_Machine_Shop 209; Terran_Armory -1; Terran_Starport 216; Terran_Opening air; Terran_Academy -1; Terran_Bunker -1; Terran_Factory 157; 
Terran_Control_Tower 299; Terran_Comsat_Station 516; Terran_Barracks 88; Terran_Expansion 323; Terran_Refinery 102; Terran_Barracks2 0; Terran_Missile_Turret 425; Terran_Supply_Depot 58; Terran_Engineering_Bay 380; Terran_Science_Facility 848; Terran_Machine_Shop 205; Terran_Armory 521; Terran_Starport 211; Terran_Opening air; Terran_Academy 462; Terran_Bunker -1; Terran_Factory 152; 
Terran_Control_Tower 411; Terran_Comsat_Station 654; Terran_Barracks 81; Terran_Expansion 358; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 471; Terran_Supply_Depot 56; Terran_Engineering_Bay 426; Terran_Science_Facility 856; Terran_Machine_Shop 257; Terran_Armory 568; Terran_Starport 318; Terran_Opening vultures; Terran_Academy 596; Terran_Bunker 216; Terran_Factory 162; 
Terran_Control_Tower 505; Terran_Comsat_Station 339; Terran_Barracks 73; Terran_Expansion 353; Terran_Refinery 251; Terran_Barracks2 333; Terran_Missile_Turret 0; Terran_Supply_Depot 100; Terran_Engineering_Bay 823; Terran_Science_Facility 0; Terran_Machine_Shop 636; Terran_Armory 598; Terran_Starport 450; Terran_Opening air; Terran_Academy 281; Terran_Bunker 199; Terran_Factory 377; 
Terran_Control_Tower -1; Terran_Comsat_Station 460; Terran_Barracks 89; Terran_Expansion 216; Terran_Refinery 102; Terran_Barracks2 -1; Terran_Missile_Turret 328; Terran_Supply_Depot 60; Terran_Engineering_Bay 265; Terran_Science_Facility -1; Terran_Machine_Shop 207; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 395; Terran_Bunker -1; Terran_Factory 153; 
Terran_Control_Tower -1; Terran_Comsat_Station 427; Terran_Barracks 88; Terran_Expansion 202; Terran_Refinery 103; Terran_Barracks2 -1; Terran_Missile_Turret 343; Terran_Supply_Depot 59; Terran_Engineering_Bay 303; Terran_Science_Facility -1; Terran_Machine_Shop 207; Terran_Armory 602; Terran_Starport -1; Terran_Opening ; Terran_Academy 374; Terran_Bunker -1; Terran_Factory 154; 
Terran_Control_Tower -1; Terran_Comsat_Station 364; Terran_Barracks 99; Terran_Expansion -1; Terran_Refinery 104; Terran_Barracks2 250; Terran_Missile_Turret -1; Terran_Supply_Depot 59; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop 209; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy 215; Terran_Bunker -1; Terran_Factory 156; 
Terran_Control_Tower -1; Terran_Comsat_Station -1; Terran_Barracks -1; Terran_Expansion -1; Terran_Refinery -1; Terran_Barracks2 -1; Terran_Missile_Turret -1; Terran_Supply_Depot 0; Terran_Engineering_Bay -1; Terran_Science_Facility -1; Terran_Machine_Shop -1; Terran_Armory -1; Terran_Starport -1; Terran_Opening ; Terran_Academy -1; Terran_Bunker -1; Terran_Factory -1; 
Terran_Control_Tower -1; Terran_Comsat_Station 573; Terran_Barracks 107; Terran_Expansion 252; Terran_Refinery 86; Terran_Barracks2 119; Terran_Missile_Turret 372; Terran_Supply_Depot 59; Terran_Engineering_Bay 327; Terran_Science_Facility 625; Terran_Machine_Shop 258; Terran_Armory 364; Terran_Starport 570; Terran_Opening vultures; Terran_Academy 496; Terran_Bunker 175; Terran_Factory 184; 
